title,address,price_dollar,price_som,dollar_per_m2,som_per_m2,post_date,update_date,views,Тип предложения,Дом,Этаж,Кол-во этажей,Площадь,Площадь участка,Серия,Отопление,Состояние,Телефон,Интернет,Санузел,Балкон,Входная дверь,Парковка,Коммуникации,Местоположение,Канализация,Питьевая вода,Электричество,Газ,Поливная вода,Безопасность,Мебель,Пол,Высота потолков,Разное,Возможность рассрочки,Возможность ипотеки,Возможность обмена,description,latitude,longitude,link
"Дом, 2-комн., 44.2 м2","Бишкек, Восточный автовокзал",$ 25 500,2 162 400 сом,$ 577/м2,48 923 сом/м2,Добавлено 2 месяца назад,Поднято 11 часов назад,1116,от агента,кирпичный,,1,44.2 м2,1.62 соток,,автономное,хорошее,,,,,,,,,,,есть,магистральный,,,пустая,дерево,,,,,,"

                                    Описание от продавца                            
Продается!!!

Дом в р-не  Восточного автовокзала, 44,2м2, самманный, 2комнаты, кухня, прихожая.

В доме: электричество, газ, вода.  Отопление  водяное газом и т/т.

С ремонтом. Стены - под яйцо. Окна - пластиковые.

На участке - времянка из 2комнат.  Электричество, газ.

Участок - 1,62м2

Цена - 25500$

Телефон  0707036398
","""42.8916""","""74.6287""",https://www.house.kg/details/39883016018ffcc2f03f2-46908478
"4-комн. кв., 105 м2",Бишкек,$ 95 000,8 056 000 сом,$ 905/м2,76 724 сом/м2,Добавлено 7 месяцев назад,Поднято 11 часов назад,781,от собственника,кирпичный,2 этаж из 9,,105 м2,,элитка,центральное,евроремонт,возможно подключение,adsl,2 с/у и более,лоджия,бронированная,рядом охраняемая стоянка,,,,,,магистральный,,"домофон,                                             сигнализация,                                             охрана,                                             видеонаблюдение",полностью меблирована,ламинат,2.8 м.,"пластиковые окна,                                             улучшенная,                                             новая сантехника,                                             кондиционер,                                             неугловая,                                             комнаты изолированы,                                             встроенная кухня,                                             кладовка,                                             тихий двор,                                             удобно под бизнес",нет,нет,обмен не предлагать,"

                                    Описание от продавца                            
Срочно Продается! 4 к. кв. Боконбаева-Исанова. 104,5м2. 110т.$
Продается шикарная 4 к. кв, комфорт класса,
Золотой Квадрат!
Застройщик ""Байтур Билдинг"". Сдан. Один владелец.

Общая площадь 104,5 кв. метров,
На 2 этаже из 9,

Три спальни, 2 полноценных санузла,
Ванна, и душевая кабина,
Гардеробная, множество встроенных шкафов,
Прачечная с сушкой для белья,

Двери – дерево, материалы все натуральные! Высокого качества!
Квартира абсолютно не требует вложений!
Мебель, бытовая техника остаются!

Дом кирпич! Все центральное!
Дружелюбные соседи.
Видео наблюдение 24/7,
Огороженный зеленый двор, детская игровая зона,

Прошу: 95000 $, торг
","""42.8675""","""74.5904""",https://www.house.kg/details/7737895f58afe4b53652-44866984
"Дом, 4-комн., 56.4 м2",Бишкек,$ 35 000,2 968 000 сом,$ 621/м2,52 624 сом/м2,Добавлено 2 месяца назад,Поднято 11 часов назад,535,от агента,"кирпичный, 1970 г.",,1,56.4 м2,,,,среднее,,,,,,,,,,центральное водоснабжение,есть,магистральный,,,пустая,дерево,3 м.,,,,,"

                                    Описание от продавца                            
Продается!!!

  Дом в районе улиц Профсоюзная/Фучика из ж/кирпича. S=56.4м2.

В доме 4комнаты, прихожая. Электричество, газ, вода.

Отопление водяное т/т, газом. Стены - обои.

Полы, двери - деревянные. Потолки - высокие.

Участок - 4,0соток ( по факту - 4,25соток).

Ширина участка- 16,90метров.

Длина участка - 25,15метров.

Цена - 35000$ 

Телефон - 0707036398
","""42.8841""","""74.5518""",https://www.house.kg/details/2867888601cd8dd1f2315-22916744
"3-комн. кв., 80 м2",Бишкек,$ 66 000,5 596 800 сом,$ 825/м2,69 960 сом/м2,Добавлено 7 месяцев назад,Поднято 11 часов назад,638,от агента,панельный,1 этаж из 9,,80 м2,,106 серия улучшенная,центральное,евроремонт,возможно подключение,adsl,раздельный,лоджия,бронированная,рядом охраняемая стоянка,,,,,,магистральный,,"домофон,                                             кодовый замок,                                             видеонаблюдение",полностью меблирована,ламинат,,"пластиковые окна,                                             улучшенная,                                             новая сантехника,                                             кондиционер,                                             неугловая,                                             комнаты изолированы,                                             встроенная кухня,                                             кладовка,                                             тихий двор,                                             удобно под бизнес",нет,нет,обмен не предлагать,"

                                    Описание от продавца                            
Продаю 3-х ком. квартиру в 12 мкр. 106 серии.S-79.5кв.м
На 1 этаже из 9. Не угловая,лоджии объединены с комнатами. С мебелью, есть погреб и пристройка в подъезде. 
Квартира светлая и солнечная.
Очень хороший, тихий и спокойный район. В дворе установлены камеры. С парковкой проблем нет. 
Двор очень большой с игровыми площадками.
Рядом школы, дет.сады, базарчики... все в шаговой доступности.

Цена: 66.000$ (торг уместен)
","""42.8226""","""74.6224""",https://www.house.kg/details/8612575f5a10f5aaac83-73146436
"Дом, 3-комн., 50 м2","Бишкек, Гоин",$ 30 000,2 544 000 сом,$ 600/м2,50 880 сом/м2,Добавлено 2 месяца назад,Поднято 11 часов назад,844,от агента,кирпичный,,1,50 м2,,,автономное,среднее,,,,,,,,,,центральное водоснабжение,есть,магистральный,,,,,,,,,,"

                                    Описание от продавца                            
Продается!!!

   Пол/дома в р-не Орозбекова/Мичурина, саманный, S=50м2

. В пол/доме 3комнаты, кухня, прихожая.

В пол/доме: электричество, газ, вода.

Отопление водяное газом. Окна, двери, полы- деревянные.

Стены- побелка.

Участок - 3,0соток.

Ширина участка - 17,0метров.

Длина участка -  17,0метров.

Участок подходит для строительства дома.

Цена - 30000$

Телефон 0707036398
","""42.8866""","""74.605""",https://www.house.kg/details/330644260190154cbc787-56170246
"2-комн. кв., 76 м2","Бишкек, 7 м-н, ул. Сухэ-Батора / А. Токомбаева",$ 47 000,3 985 600 сом,$ 618/м2,52 442 сом/м2,Добавлено 6 месяцев назад,Поднято 11 часов назад,886,от собственника,"монолитный, 2018 г.",11 этаж из 12,,76 м2,,элитка,центральное,под самоотделку (псо),возможно подключение,adsl,раздельный,лоджия,бронированная,паркинг,,,,,,магистральный,,"домофон,                                             сигнализация,                                             видеодомофон,                                             охрана,                                             кодовый замок,                                             видеонаблюдение",,,3 м.,"пластиковые окна,                                             неугловая,                                             комнаты изолированы,                                             тихий двор",нет,нет,обмен не предлагать,"

                                    Описание от продавца                            
Продаётся 2-ком. кв. в 7-мкр, в кирпичном доме за Глобусом. Все коммуникации центральные и Газ. 
Этаж: 11/13. Общая квадратура: 76м2,
Адрес: улица Сухэ-Батора, ориентир рядом Кайнар, НТС, Глобус. 
Идеальный вариант кто хочет интерьер по своему дизайну!

Цена: 47000$
","""42.8242""","""74.6177""",https://www.house.kg/details/68132995f69952c9320f3-01931592
"Дом, 4-комн., 56.6 м2",Бишкек,$ 35 000,2 968 000 сом,$ 618/м2,52 438 сом/м2,Добавлено 1 месяц назад,Поднято 11 часов назад,353,от агента,кирпичный,,1,56.6 м2,,,,требует ремонта,,,,,,,,,,,есть,магистральный,,,пустая,дерево,,,,,,"

                                    Описание от продавца                            
Продается!!!

  Дом в районе улиц профсоюзная/фучика из ж/кирпича. S=56.4м2

в доме 4комнаты, прихожая. Электричество, газ, вода.

Отопление водяное т/т, газом. Стены - обои

Полы, двери - деревянные. Потолки - высокие.

Участок - 4,0соток ( по факту - 4,25соток). 

Ширина участка- 16,90метров.

Длина участка - 25,15метров.

Цена - 35000$ 
","""42.884""","""74.5517""",https://www.house.kg/details/579148602ccca4b84ec7-43656151
"2-комн. кв., 71 м2","Бишкек, ул. Панфилова / ул. Чуйкова",$ 65 500,5 554 400 сом,$ 923/м2,78 231 сом/м2,Добавлено 6 месяцев назад,Поднято 11 часов назад,587,от агента,"монолитный, 2018 г.",9 этаж из 12,,71 м2,,элитка,центральное,евроремонт,возможно подключение,adsl,раздельный,лоджия,бронированная,рядом охраняемая стоянка,,,,,,магистральный,,"домофон,                                             сигнализация,                                             видеодомофон,                                             охрана,                                             кодовый замок,                                             видеонаблюдение",частично меблирована,ламинат,3 м.,"пластиковые окна,                                             улучшенная,                                             новая сантехника,                                             комнаты изолированы,                                             встроенная кухня,                                             тихий двор",нет,нет,обмен не предлагать,"

                                    Описание от продавца                            
Продается 2х комнатная квартира 71.1 кв.м. Элитный жилой комплекс ""Royal Center"" 
Расположен в самом центре столицы по ул. Панфилова/Чуйкова . (Ориентир ул. Боконбаева) 
Комплекс  премиум класса. В блоке ""Свечка"" где продается квартира только один подъезд. 
Центральное отопление, газификация, бесшумный скоростной лифт на чипе, 
им смогут пользоваться только жители этого подъезда. 
благоустроенная закрытая территория не придется переживать за детей, 
счетчики с холодной и горячей водой, подземный паркинг, 
современная детская площадка из качественных материалов, 
участок детской площадки мягкий прорезиненный для безопасности ваших детей. 
Шумоизоляция между этажами и квартирами, развитая инфраструктура. 
Охрана, камеры видео наблюдения, система аудио домофонии и контроля доступа!

Из ваших квартир вы будете иметь доступ и к открытию ворот, как со стороны ул. 
Панфилова, так и со стороны ул. Логвиненко!!! 
В том числе и входные двери в подъезд.
 9 этаж. 10 этаж технический. Тех.паспорт есть.

Цена: 65500$
","""42.865""","""74.5998""",https://www.house.kg/details/76034045f7804119b4489-26598171
"4-комн. кв., 218 м2",Бишкек,$ 135 000,11 448 000 сом,$ 619/м2,52 514 сом/м2,Добавлено 6 месяцев назад,Поднято 11 часов назад,679,от собственника,кирпичный,3 этаж из 3,,218 м2,,элитка,на газе,под самоотделку (псо),возможно подключение,adsl,раздельный,лоджия,металлическая,рядом охраняемая стоянка,,,,,,магистральный,,"домофон,                                             сигнализация,                                             видеодомофон,                                             охрана,                                             кодовый замок,                                             видеонаблюдение,                                             консьерж",,,,"пластиковые окна,                                             тихий двор",нет,нет,обмен не предлагать,"

                                    Описание от продавца                            
Продаю 4ком квартиру ПСО 218м, этаж 3/3. VIP городок НИЦА, охрана 24/7, видео наблюдение, рядом университет АУЦА.

Цена: 135000$
","""42.813""","""74.6255""",https://www.house.kg/details/22659545f787fded40560-38230163
"3-комн. кв., 65 м2",Бишкек,$ 49 500,4 197 600 сом,$ 762/м2,64 578 сом/м2,Добавлено 8 месяцев назад,Поднято 11 часов назад,910,от собственника,кирпичный,2 этаж из 4,,65 м2,,индивид. планировка,центральное,хорошее,возможно подключение,adsl,,балкон,металлическая,,,,,,,магистральный,,"решетки на окнах,                                             домофон,                                             кодовый замок",частично меблирована,ковролин,,"пластиковые окна,                                             улучшенная,                                             новая сантехника,                                             кондиционер,                                             неугловая,                                             комнаты изолированы,                                             встроенная кухня,                                             кладовка,                                             тихий двор",нет,нет,обмен не предлагать,"

                                    Описание от продавца                            
3ком индивидулка пр.Мира-Токтогула Первая линия 65м2, можно под БИЗНЕС, этаж 2 из 4,
Цена: 49500$
","""42.8732""","""74.5884""",https://www.house.kg/details/33778845f290cf6a8c986-41369866
"1-комн. кв., 35 м2","Бишкек, Восток-5 м-н",$ 34 500,2 925 600 сом,$ 986/м2,83 589 сом/м2,Добавлено 6 месяцев назад,Поднято 11 часов назад,563,от агента,панельный,2 этаж из 5,,35 м2,,105 серия,центральное,евроремонт,возможно подключение,adsl,совмещенный,застекленный балкон,бронированная,,,,,,,магистральный,,"домофон,                                             кодовый замок",,ламинат,,"пластиковые окна,                                             улучшенная,                                             новая сантехника,                                             неугловая,                                             комнаты изолированы,                                             тихий двор",нет,нет,обмен не предлагать,"

                                    Описание от продавца                            
Продаётся однокомнатная квартира в Востоке 5 (Чуй), 105 серии на 2 Этаже из 5

Цена  34.500$
","""42.8737""","""74.6306""",https://www.house.kg/details/74693315f7c4452b57785-35381543
"1-комн. кв., 35 м2",Бишкек,$ 33 800,2 866 240 сом,$ 966/м2,81 893 сом/м2,Добавлено 6 месяцев назад,Поднято 11 часов назад,524,от собственника,панельный,4 этаж из 5,,35 м2,,105 серия,центральное,евроремонт,возможно подключение,adsl,совмещенный,застекленный балкон,бронированная,,,,,,,магистральный,,"домофон,                                             кодовый замок",,ламинат,,"пластиковые окна,                                             новая сантехника,                                             комнаты изолированы,                                             тихий двор",нет,нет,обмен не предлагать,"

                                    Описание от продавца                            
Продается 1ком кв 105-серии на Карпинка-Чуй. Этаж 4/5 угловая но очень теплая.

Цена: 33800$
","""42.8748""","""74.6229""",https://www.house.kg/details/26973345f7c4657d54888-52306252
"Дом, 3-комн., 50 м2",Бишкек,$ 38 000,3 222 400 сом,$ 760/м2,64 448 сом/м2,Добавлено 5 месяцев назад,Поднято 11 часов назад,1248,от агента,кирпичный,,1,50 м2,3 соток,,на газе,хорошее,возможно подключение,adsl,раздельный,,,,,,септик,центральное водоснабжение,есть,магистральный,,"домофон,                                             видеодомофон,                                             видеонаблюдение",частично меблирована,дерево,,"пластиковые окна,                                             сад,                                             хозпостройки,                                             сауна,                                             веранда",нет,нет,,"

                                    Описание от продавца                            
Срочнно продается пол дома барачного типа,  участок 1сотки красная книга, по адресу Жукеева-Пудовкина/Джантошева
Дом находится прям по Ж.Пудовкина

Просим: 38000$
","""42.8461""","""74.616""",https://www.house.kg/details/94576365f8d78d4390f10-09818163
"1-комн. кв., 42 м2","Бишкек, Учкун ж/м",$ 30 500,2 586 400 сом,$ 726/м2,61 581 сом/м2,Добавлено 5 месяцев назад,Поднято 11 часов назад,465,от агента,кирпичный,1 этаж из 3,,42 м2,,элитка,центральное,евроремонт,,adsl,совмещенный,лоджия,бронированная,рядом охраняемая стоянка,,,,,,,,"домофон,                                             кодовый замок,                                             видеонаблюдение",полностью меблирована,ламинат,,"пластиковые окна,                                             улучшенная,                                             новая сантехника,                                             кондиционер,                                             комнаты изолированы,                                             встроенная кухня,                                             тихий двор",нет,нет,обмен не предлагать,"

                                    Описание от продавца                            
Срочно! Продаю 1- комнатную 42м2 квартиру с евро ремонт и c мебелью. 
Ориентир Чуй-Ауезова. Этаж 1/3 огороженная территория с детской площадкой автоматическая ворота. 
Дом новый, год постройки 2016, тех паспорт на руках, коммуникации все центральные.

Цена: 30.500$
","""42.869""","""74.6911""",https://www.house.kg/details/7881255f997df3f27938-03577438
"3-комн. кв., 140 м2",Бишкек,$ 145 000,12 296 000 сом,$ 1 036/м2,87 829 сом/м2,Добавлено 4 месяца назад,Поднято 11 часов назад,506,от агента,кирпичный,7 этаж из 9,,140 м2,,элитка,центральное,евроремонт,возможно подключение,adsl,раздельный,лоджия,бронированная,паркинг,,,,,,магистральный,,"домофон,                                             сигнализация,                                             видеодомофон,                                             охрана,                                             кодовый замок,                                             видеонаблюдение,                                             консьерж",частично меблирована,ламинат,,"пластиковые окна,                                             новая сантехника,                                             кондиционер,                                             неугловая,                                             комнаты изолированы,                                             встроенная кухня,                                             кладовка,                                             тихий двор",нет,нет,обмен не предлагать,"

                                    Описание от продавца                            
Продаю 3-комн.кв Центр! Элитку в самом сердце нашеи столицы на Дзержинке!
140м2 с ремонтом. Этаж 7/9. Тех паспорт на руках.

3 изолированные комнаты
1 кухня-столовая
2 санузла
2 гардеробные комнаты
Отличная планировка, солнечная сторона, окна смотрят на бульвар Эркиндик!

Светлая, просторная квартира в классическом стиле, наземные и подземные парковки.
Двор охраняемый, огороженный.

Отличное месторасположение, развитая инфраструктура, рядом бульвар Эркиндик.

Цена: 145000$
","""42.8738""","""74.6078""",https://www.house.kg/details/23733805fb624ef0a0282-42235430
"3-комн. кв., 95 м2","Бишкек, 12 м-н",$ 89 000,7 547 200 сом,$ 937/м2,79 444 сом/м2,Добавлено 9 месяцев назад,Поднято 11 часов назад,975,от агента,"кирпичный, 2017 г.",10 этаж из 10,,95 м2,,элитка,центральное,евроремонт,возможно подключение,adsl,раздельный,застекленный балкон,бронированная,паркинг,,,,,,магистральный,,"домофон,                                             сигнализация,                                             видеодомофон,                                             кодовый замок,                                             видеонаблюдение",полностью меблирована,ламинат,,"пластиковые окна,                                             улучшенная,                                             новая сантехника,                                             кондиционер,                                             неугловая,                                             комнаты изолированы,                                             встроенная кухня,                                             кладовка,                                             тихий двор",нет,нет,обмен не предлагать,"

                                    Описание от продавца                            
Срочно продаю 3-х комнатную квартиру с хорошим, качественным ремонтом в 12 микрорайоне.
Дом кирпичный, все коммуникации центральные ( все подключено уже), дом заселён, сдан в эксплуатацию, тех паспорт на руках. 
В каждой комнате кондиционер, 2 сан узла, 2 лоджии застекленные. 
На ремонт денег не жалели, все делали для себя из дорогих материалов. 
Окна выходят на Север-Юг. Квартира на 10 этаже из 10( сверху есть ещё технический этаж). 
Зимой тепло, не угловая квартира. Двор огорожен по периметру дома. 
Квартира продаётся с мебелью,с техникой. 

Цена: 89000$
","""42.8182""","""74.6367""",https://www.house.kg/details/30348485ee8a35941b709-75365182
"2-комн. кв., 72 м2",Бишкек,$ 85 000,7 208 000 сом,$ 1 181/м2,100 111 сом/м2,Добавлено 4 месяца назад,Поднято 11 часов назад,439,от собственника,кирпичный,12 этаж из 12,,72 м2,,элитка,автономное,евроремонт,возможно подключение,adsl,раздельный,,бронированная,рядом охраняемая стоянка,,,,,,автономный,,"домофон,                                             сигнализация,                                             видеодомофон,                                             охрана,                                             кодовый замок,                                             видеонаблюдение",,ламинат,,"пластиковые окна,                                             улучшенная,                                             новая сантехника,                                             комнаты изолированы,                                             тихий двор",нет,нет,обмен не предлагать,"

                                    Описание от продавца                            
Продаю 2х ком кв по адресу Сухе-Батора/Аалы Токомбаева (Магистраль) в элитном районе на против офиса Гаспром. 

ЖК Парк Авеню 72 м2 с ремонтом. Этаж 12/12, Ремонт выполнен на совесть, материалы все дорогие, окна алюминиевые, 
стёкла энергосберегающие, подоконники из натурального камня, обои итальянские от roberto cavalli, 
кафель kerama marazzi, плинтуса деревянные, двери российские доборными досками, обналички с обоих сторон, 
последний этаж (пентхаус) с шикарным видом на город. Дом премиум класса облицовками дома покрыто материал ламинам. 
Этот материал в три раза дороже травертина (сары таш). Лифты (конэ) самые лучшие бесшумные лифты и скоростные. 

Цена: 85000$
","""42.8202""","""74.6153""",https://www.house.kg/details/41606815fc60c6d7324b3-81796269
"3-комн. кв., 88 м2","Бишкек, ул. Турусбекова / Боконбаева",$ 95 000,8 056 000 сом,$ 1 080/м2,91 545 сом/м2,Добавлено 4 месяца назад,Поднято 11 часов назад,598,от собственника,"монолитный, 2019 г.",11 этаж из 15,,88 м2,,элитка,центральное,евроремонт,возможно подключение,adsl,раздельный,застекленный балкон,бронированная,паркинг,,,,,,магистральный,,"домофон,                                             сигнализация,                                             видеодомофон,                                             охрана,                                             кодовый замок,                                             видеонаблюдение",полностью меблирована,ламинат,3.2 м.,"пластиковые окна,                                             улучшенная,                                             кухня-студия,                                             новая сантехника,                                             кондиционер,                                             неугловая,                                             комнаты изолированы,                                             встроенная кухня,                                             кладовка,                                             тихий двор",нет,нет,обмен не предлагать,"

                                    Описание от продавца                            
Продаю шикарную 3х ком квартиру: Строительная компания «Кап строй» 
Объект находится на пересечении Бокомбаева-Турусбекова
Квартира стоит по Турусбекова окна смотрит на восток и на запад
Центральные коммуникации
Красная книга
Квартира 11-й этаж из 15
Трёхкомнатная квартира зал студия
(Кухня зал совмещенная)
Две спальни
Два санузла
Кладовка
общая площадь 88.4 кв
Евро ремонт
Корпусная мебель: кухня , два шкафа
техника Zanussi Samsung
Три кондиционера Medea

Цена: 95000$
","""42.8682""","""74.5845""",https://www.house.kg/details/44699755fc6107491ea10-80047084
"3-комн. кв., 92 м2",Бишкек,$ 68 000,5 766 400 сом,$ 739/м2,62 678 сом/м2,Добавлено 4 месяца назад,Поднято 11 часов назад,492,от собственника,кирпичный,9 этаж из 11,,92 м2,,элитка,центральное,евроремонт,возможно подключение,adsl,раздельный,,бронированная,рядом охраняемая стоянка,,,,,,магистральный,,"домофон,                                             видеодомофон,                                             охрана,                                             кодовый замок,                                             видеонаблюдение",,ламинат,,"пластиковые окна,                                             новая сантехника,                                             неугловая,                                             комнаты изолированы,                                             тихий двор",нет,нет,обмен не предлагать,"

                                    Описание от продавца                            
Продаю 3х комнатную квартиру с евро ремонтом в новом доме 92кв.м, этаж 9/11, застройщик ОргТех Строй, р-н Пишпек ул. 
Льва Толстого 126/8, все коммуникации центральные, 3 сан узла, кладовая, кухня, зал, 2 спальни, 
дом заселён, школа, садик, магазины, базар в шаговой доступности. 

Цена:  68000$
","""42.8647""","""74.5562""",https://www.house.kg/details/92324575fc8867dd9bd91-41183653
"2-комн. кв., 60 м2",Бишкек,$ 72 500,6 148 000 сом,$ 1 208/м2,102 467 сом/м2,Добавлено 4 месяца назад,Поднято 11 часов назад,378,от собственника,кирпичный,10 этаж из 10,,60 м2,,элитка,центральное,евроремонт,возможно подключение,adsl,раздельный,балкон,бронированная,паркинг,,,,,,магистральный,,"домофон,                                             видеодомофон,                                             охрана,                                             кодовый замок,                                             видеонаблюдение",полностью меблирована,ламинат,,"пластиковые окна,                                             улучшенная,                                             кухня-студия,                                             новая сантехника,                                             кондиционер,                                             неугловая,                                             комнаты изолированы,                                             встроенная кухня,                                             тихий двор",нет,нет,обмен не предлагать,"

                                    Описание от продавца                            
Продается 2х ком кв на Гоголя-Фрунзе с ремонтом и с мебелью, 60м2, 
Этаж 10/10 есть тех этаж! Тех Паспорт на руках!

Цена: 72500$
","""42.881""","""74.6191""",https://www.house.kg/details/18962225fc9d133460182-82292411
"2-комн. кв., 60 м2",Бишкек,$ 72 500,6 148 000 сом,$ 1 208/м2,102 467 сом/м2,Добавлено 4 месяца назад,Поднято 11 часов назад,380,от собственника,кирпичный,10 этаж из 10,,60 м2,,элитка,центральное,евроремонт,возможно подключение,adsl,раздельный,балкон,бронированная,паркинг,,,,,,магистральный,,"домофон,                                             видеодомофон,                                             охрана,                                             кодовый замок,                                             видеонаблюдение",полностью меблирована,ламинат,,"пластиковые окна,                                             улучшенная,                                             кухня-студия,                                             новая сантехника,                                             кондиционер,                                             неугловая,                                             комнаты изолированы,                                             встроенная кухня,                                             тихий двор",нет,нет,обмен не предлагать,"

                                    Описание от продавца                            
Продается 2х ком кв на Гоголя-Фрунзе с ремонтом и с мебелью, 60м2, 
Этаж 10/10 есть тех этаж! Тех Паспорт на руках!

Цена: 72500$
","""42.881""","""74.6191""",https://www.house.kg/details/18962225fc9d133460182-82292411
"2-комн. кв., 72 м2",Бишкек,$ 62 000,5 257 600 сом,$ 861/м2,73 022 сом/м2,Добавлено 4 месяца назад,Поднято 11 часов назад,509,от собственника,кирпичный,2 этаж из 9,,72 м2,,элитка,центральное,евроремонт,возможно подключение,adsl,раздельный,лоджия,бронированная,рядом охраняемая стоянка,,,,,,магистральный,,"домофон,                                             сигнализация,                                             видеодомофон,                                             охрана,                                             кодовый замок,                                             видеонаблюдение",частично меблирована,ламинат,,"пластиковые окна,                                             улучшенная,                                             новая сантехника,                                             неугловая,                                             комнаты изолированы,                                             встроенная кухня,                                             тихий двор",нет,нет,обмен не предлагать,"

                                    Описание от продавца                            
СК PREMIUM DEVELOPMENT
Продаётся 2-комнатная квартира
Площадь 73м2
Этаж 2/9
Центральное отопление, водоснабжение, газ.
Адрес: Тунгуч, ул Исакеева за ТЦ Аю гранд комфорт

Цена: 62000$
","""42.8576""","""74.6809""",https://www.house.kg/details/22177385fcb1453c4bd09-75885508
"3-комн. кв., 66 м2",Бишкек,$ 55 000,4 664 000 сом,$ 833/м2,70 667 сом/м2,Добавлено 3 месяца назад,Поднято 11 часов назад,551,от собственника,кирпичный,5 этаж из 5,,66 м2,,индивид. планировка,центральное,хорошее,возможно подключение,проводной,раздельный,лоджия,металлическая,гараж,,,,,,магистральный,,"домофон,                                             кодовый замок,                                             видеонаблюдение",частично меблирована,линолеум,,"пластиковые окна,                                             новая сантехника,                                             неугловая,                                             комнаты изолированы,                                             встроенная кухня,                                             кладовка,                                             тихий двор",нет,нет,обмен не предлагать,"

                                    Описание от продавца                            
Продается 3х ком кв индивидуальной планировки на Московская-КалыкАкиева! Этаж 5/5 + тех этаж, квадратура 66м2
Дом кирпичный! Все коммуникации центральные! Идеальная локация! Транспорт в любую точку города!
В шаговой доступности шлолы, детсады, магазины, и тд.
В подвале есть своя кладовка + во дворе есть свой личный гараж!

Просим: 55.000$
","""42.8711""","""74.5776""",https://www.house.kg/details/26932625fe04b65d377c5-18330380
"3-комн. кв., 129 м2","Бишкек, 5 м-н, ул. Каралаева",$ 88 000,7 462 400 сом,$ 682/м2,57 848 сом/м2,Добавлено 3 месяца назад,Поднято 11 часов назад,330,от собственника,"монолитный, 2020 г.",1 этаж из 12,,129 м2,,элитка,центральное,под самоотделку (псо),возможно подключение,проводной,раздельный,лоджия,бронированная,паркинг,,,,,,магистральный,,"домофон,                                             видеодомофон,                                             охрана,                                             кодовый замок,                                             видеонаблюдение",,,3.3 м.,"пластиковые окна,                                             комнаты изолированы,                                             тихий двор",нет,нет,обмен не предлагать,"

                                    Описание от продавца                            
Срочно продается 3ком квартира по Каралаева в доль 4го мкрн на 1ом этаже из 12ти этажного дома!

Продается в шикарном районе 3ком кв 
Надежный застройщик ПРО-ГРУПП
Площадь 129м2
Этаж 1/12
Стены кирпчь, потолки 3 метра
Теплоизоляция наружных стен 10см базальт
Состояние ПСО
Все коммуникации центральные
Дом сдан

Транспорт в любую точку города
Все в шаговой доступности

Цена: 88000$
","""42.8334""","""74.6318""",https://www.house.kg/details/46744955ff85e6f597992-84636477
