title,address,price_dollar,price_som,dollar_per_m2,som_per_m2,post_date,update_date,views,Тип предложения,Дом,Этаж,Кол-во этажей,Площадь,Площадь участка,Серия,Отопление,Состояние,Телефон,Интернет,Санузел,Балкон,Входная дверь,Парковка,Коммуникации,Местоположение,Канализация,Питьевая вода,Электричество,Газ,Поливная вода,Безопасность,Мебель,Пол,Высота потолков,Разное,Возможность рассрочки,Возможность ипотеки,Возможность обмена,description,latitude,longitude,link,Тип строения,Период аренды
"2-комн. кв., 44 м2","Бишкек, Молодая Гвардия/Бокомбаева",$ 33 500,2 840 800 сом,$ 761/м2,64 564 сом/м2,Добавлено 23 дня назад,Поднято 9 дней назад,169,от агента,панельный,1 этаж из 5,,44 м2,,104 серия,центральное,требует ремонта,,,совмещенный,,,,,,,,,магистральный,,"решетки на окнах,                                             домофон",пустая,,,"неугловая,                                             тихий двор",,есть,,"

                                    Описание от продавца                            
Срочно продам! 2 к. кв. М. Гвардия. 104сер. 44 м2. 33,5т.$
Продается 2 к. кв, в связи со срочной необходимостью,
Дом расположен рядом со школой №8,
М.Гвардия/Бокомбаева,

Площадь 44 кв. метра,
На 1 этаже из 5, не угловая,
Квартира в нормальном состоянии,
На окнах решетки, частично меняли обои,
Требуется косметический ремонт,
Коммуникации все центральные,
Квартира подходит для молодой семьи,
Конечно нужно сделать ремонт для себя,
✔Все Ваши вложения обязательно окупятся,
ОТЛИЧНЫЙ ВАРИАНТ ПОД СДАЧУ В
АРЕНДУ!

В этом районе высокий спрос на съемное жилье,
Ежемесячно 15 000 – 17 000 тыс. доход гарантирован,
Чистый подъезд, детская площадка,
Двор закрытый, парковка во дворе,


В шаговой доступности: Бульвар Молодой Гвардии,
Школа №8, детсад №8, №167, №72, Ошский рынок,
Магазины, банки, аптеки и многое другое,
Удобная транспортная развязка,

Просим: 33 500$, уступка при осмотре,
Звоните сейчас: 0552 606 204, 0500 606 204
Покажу в течение 1-2 часов
","""42.8689""","""74.5716""",https://www.house.kg/details/5306508603e47676f04e1-78397496,,
"1-комн. кв., 34 м2","Бишкек, Тунгуч м-н, Тунгуч (рядом с №73 Школы)",$ 30 500,2 586 400 сом,$ 897/м2,76 071 сом/м2,Добавлено 21 день назад,Поднято 9 дней назад,86,от агента,панельный,1 этаж из 9,,"34 м2, кухня: 10 м2",,106 серия улучшенная,центральное,евроремонт,,,совмещенный,лоджия,бронированная,,,,,,,магистральный,,"решетки на окнах,                                             домофон",частично меблирована,ламинат,3 м.,"пластиковые окна,                                             улучшенная,                                             новая сантехника,                                             неугловая,                                             тихий двор",нет,есть,,"

                                    Описание от продавца                            
Срочно продам! 1 к.кв. 106 сер. с евроремонтом, Тунгуч, 34м2., 30,5т.$
Продается 1к.кв., не угловая, очень теплая, 
В новом доме 2018г, 106 улучшенная серия, 
Дом расположен рядом с №73 школы и №181 садиком, 
Квартира со стороны сушилки, 
В дальнейшем есть возможность расширить,

Площадь квартиры 34 кв. метр,
Фактическая площадь 48 кв. метров,
Все коммуникации центральные,

Кухня расширена за счет лоджии - 10 кв.м.
Вторая лоджия из зала застеклена,
Находится на 1 этаже из 9, есть цокольный этаж,
Квартира очень теплая, 
Все окна пластиковые, решетки на окнах, 
Полы ламинат, свежие обои, новые двери,
Санузел 100% кафель,

Отличный район с развитой инфраструктурой,
Подходит для проживания и под сдачу в аренду!

В шаговой доступности: №73 Школа, №181 Садик,
Гипермаркет «GLOBUS», мини-маркет «Нур», 
Медицинский центр «Belekov Clinic», 

Просим: 30 500$, 
Звоните: 0552 60 62 04, 0500 60 62 04,
Покажу в течение 1-2 часов!
","""42.8529""","""74.6867""",https://www.house.kg/details/51015716041c956463904-38828252,,
"3-комн. кв., 62 м2","Бишкек, Огонбаева/Карпинка",$ 50 700,4 299 360 сом,$ 818/м2,69 345 сом/м2,Добавлено 22 дня назад,Поднято 9 дней назад,114,от агента,панельный,4 этаж из 5,,"62 м2, жилая: 40 м2, кухня: 8 м2",,105 серия,центральное,хорошее,,проводной,раздельный,лоджия,,паркинг,,,,,,магистральный,,домофон,частично меблирована,ламинат,3 м.,"пластиковые окна,                                             неугловая,                                             комнаты изолированы,                                             встроенная кухня,                                             кладовка,                                             тихий двор",,есть,,"

                                    Описание от продавца                            
Продам 3 к. кв 105 серия, 62м2., на 4 этаже из 5, р-н ТЦ «Бишкек-Сити», 50.7т.$
Продается 3к.кв. с ремонтом, средний этаж, 
Площадь 62м2., 2 застекленные лоджии, не угловая,
Огонбаева/Суюмбаева (Карпинского),

+НОВЫЙ КУХОННЫЙ ГАРНИТУР В ПОДАРОК,
+Все коммуникации центральные,
+Готовая квартира - Заходи и живи,
+Все окна пластиковые, 
+Раздельные санузлы, 100% кафель,

[1] Просторная кухня 8 м2., высота потолка 3 метра,
[2] Все комнаты изолированы,
[3] Встроенная мебель в подарок,
[4] Окна выходят на восток/запад,
[5] Хороший двор с детской площадкой,
[6] Много парковочных мест,

Дом расположен в уютном, тихом, спальном районе,
Отлично подходит для больших семей,
Дом находится в двух шагах от Садика и Школы,
Рядом №4 школа-гимназия и №107 садик,

Большой выбор супермаркетов: Глобус и Фрунзе,
Отличная транспортная развязка во все части города,
Порядочные соседи по площадке и ухоженный чистый подъезд,
Квартира документально чистая от бережных и чистоплотных хозяев,

В шаговой доступности: Школа-гимназия №4,
№12, №107 Садик, Торговый центр  «Бишкек-Сити»,
Удобная транспортная развязка,

Отличная цена за такую квартиру: 50,7 тыс$.
Ищете квартиру в Семейном Спальном районе,
И захотели посмотреть или появились вопросы?

Звоните по номерам: 0552 606 204, 0500 606 204
","""42.8776""","""74.6222""",https://www.house.kg/details/5264204603fa266c34750-79512047,,
"3-комн. кв., 73 м2","Бишкек, Абдрахманова/Боконбаева",$ 61 500,5 215 200 сом,$ 842/м2,71 441 сом/м2,Добавлено 5 месяцев назад,Поднято 9 дней назад,517,от собственника,"панельный, 1983 г.",2 этаж из 9,,73 м2,,105 серия,центральное,хорошее,есть,оптика,раздельный,застекленный балкон,деревянная,,,,,,,магистральный,,,частично меблирована,ламинат,2.8 м.,,,,,"

                                    Описание от продавца                            
срочная цена до 31.12 продам за 61500 3комнатную квартиру с сушилкой. в центре города. рядом со шг 67.  вечерний Бишкек. поликлиника 10.
","""42.8651""","""74.6123""",https://www.house.kg/details/29843655fa187323fa5a3-88804092,,
"2-комн. кв., 75 м2","Бишкек, Шевченко 99б/Пушкина",$ 56 000,4 748 800 сом,$ 747/м2,63 317 сом/м2,Добавлено 9 дней назад,,35,от собственника,"кирпичный, 2020 г.",8 этаж из 10,,75 м2,,элитка,центральное,под самоотделку (псо),,,раздельный,,,,,,,,,магистральный,,"охрана,                                             видеонаблюдение",,,3 м.,пластиковые окна,,,,,"""42.8777""","""74.5832""",https://www.house.kg/details/6863796605183e14699f5-96629109,,
"2-комн. кв., 85 м2","Бишкек, пр-т Ч. Айтматова (южнее пересечения с ул. А. Масалиева)",$ 65 025,5 514 120 сом,$ 765/м2,64 872 сом/м2,Добавлено 29 дней назад,Поднято 9 дней назад,100,от агента,"кирпичный, 2021 г.",3 этаж из 14,,85 м2,,элитка,автономное,под самоотделку (псо),,проводной,,,,паркинг,,,,,,магистральный,,,,,3.2 м.,,есть,нет,рассмотрю варианты,"

                                    Описание от продавца                            
Продаю элитную 2 ком. квартиру, ПСО,  в жк премиум класса «Южный»
СК Ихлас!!

ЖК «Южный» -  это новый проект премиум класса с прекрасным местоположением в южной части город, расположен по адресу: пр-т Ч. Айтматова (южнее пересечения с ул. А. Масалиева). Экологически чистый район!

Этажность 3 из 14
Площадь 85,51 м2
Высота потолков 3 метра  
Сдача комплекса под псо - 4 квартал  2021г

Преимущества проекта:
Охраняемая территория
2 теннисных корта и бассейн
Современная детская площадка
Подземный паркинг на 250 м/м
Гостевая парковка
Индивидуальный дизайн холлов
Удобные планировки
Развитая внутренняя и внешняя инфраструктуры

Цена - 765$ за м2, цена ниже чем у застройщика!!!
","""42.82""","""74.5854""",https://www.house.kg/details/2632979603772ae141e68-82301783,,
"3-комн. кв., 66 м2","Бишкек, Молодая Гвардия, Молодая гвардия 41/Киевская",$ 52 500,4 452 000 сом,$ 795/м2,67 455 сом/м2,Добавлено 13 дней назад,Поднято 9 дней назад,80,от агента,"кирпичный, 1972 г.",2 этаж из 5,,"66 м2, жилая: 47 м2, кухня: 6.8 м2",,индивид. планировка,центральное,евроремонт,возможно подключение,,раздельный,лоджия,металлическая,рядом охраняемая стоянка,,,,,,магистральный,,домофон,пустая,дерево,2.8 м.,"пластиковые окна,                                             новая сантехника,                                             неугловая,                                             комнаты изолированы,                                             встроенная кухня,                                             кладовка,                                             тихий двор",нет,есть,рассмотрю варианты,"

                                    Описание от продавца                            
Срочно продаю 3х ком. квартиру инд. планировки с евроремонтом!
Расположение: Бульвар М. Гвардии-Киевская,
Этаж - 2 из 5;
Площадь - 66 м2
Окна сквозные запад-восток!
Стены кирпичные, толщиной более полметра,
Зимой в квартире очень тепло!!   
Высокие потолки, встроенная кухня
Санузел раздельный
Закрытая территория
Дом сейсмостойкий, утепленный!
В квартире выполнен отличный ремонт,
полы деревянные, окна пластиковые с железными решетками! 
Все трубы в квартире заменены на новые!
Заходи и живи!

В двух минутах ходьбы Школа-гимназия №68
Школа-гимназия №13, частная школа INDIGO KIDS и д.р
ТЦ Весна, аптеки, магазины, супермаркеты, кафе и рестораны, тренажерные залы и мн. другое. 

Все коммуникации центральные.
Спешите, цена срочная!!!

Цена 52500$ с торгом!
","""42.8753""","""74.5761""",https://www.house.kg/details/689848604b40c4d2a678-47626456,,
"2-комн. кв., 81 м2","Бишкек, ул. Абдымомунова / ул. Акиева",$ 66 500,5 639 200 сом,$ 821/м2,69 620 сом/м2,Добавлено 13 дней назад,Поднято 9 дней назад,289,от агента,"кирпичный, 2017 г.",6 этаж из 10,,"81 м2, жилая: 44.1 м2, кухня: 13.5 м2",,элитка,центральное,евроремонт,нет,проводной,раздельный,лоджия,металлическая,рядом охраняемая стоянка,,,,,,магистральный,,"домофон,                                             видеонаблюдение",полностью меблирована,ламинат,3.2 м.,"пластиковые окна,                                             новая сантехника,                                             неугловая,                                             комнаты изолированы,                                             встроенная кухня",нет,есть,рассмотрю варианты,"

                                    Описание от продавца                            
Срочно Продаю шикарную элитную 2-х ком по ул. К. Акиева-Абдымомунова
Общ. площадь- 81 м2,  этаж 6/10 не угловая, 
Застройщик СК ""НБК Курулуш""
Тип строения -кирпич
Год постройки-2017
Окна смотрят на юг-север, 
В квартире есть две шикарные лоджии с панорамными окнами, 
Охраняемый двор с видеонаблюдением, есть детская площадка
В квартире сделан отличный евроремонт (делали для себя)
Мебель дорогая и делалась на заказ индивидуально под квартиру
Есть 3 кондиционера, большой холодильник марки ""Samsung""
Кухонная гарнитура турецкая, вытяжку заказывали в Казахстане
Вся мебель останется в подарок будущему владельцу!

Все коммуникации центральные, санузел раздельный  
Тех паспорт на руках!
 
Рядом: Круглосуточный магазин Фрунзе, Зеленый сквер, кафе и рестораны,
В шаговой доступности Учебно-воспитательный комплекс школа гимназия №9 
Средняя общеобразовательная школа №2, Школа-гимназия №68,
Университет БФЭА, КГЮА

Очень тихий с спокойный район!

Цена 66500$ с торгом!
","""42.8814""","""74.5783""",https://www.house.kg/details/293743604b3ecea31559-81084719,,
"Дом, 3-комн., 55 м2","Бишкек, Витебская 91/Тоголок Молдо",$ 39 900,3 383 520 сом,$ 725/м2,61 519 сом/м2,Добавлено 7 месяцев назад,Поднято 9 дней назад,1799,от собственника,другое,,1,55 м2,4 соток,,смешанное,евроремонт,есть,оптика,раздельный,,,,,,септик,центральное водоснабжение,есть,магистральный,,,частично меблирована,ламинат,3.2 м.,"пластиковые окна,                                             хозпостройки,                                             навес",,,,"

                                    Описание от продавца                            
Расположение очень отличное. От Тоголок Молдо 4-й дом. Все рядом, школа, садик, базар, строительный рынок Эталон строй. Отопление газовое. Дом утеплён Пеноплексом. Навес, брусчатка, хозпостройки, двор просторный, есть огород.
","""42.9103""","""74.5989""",https://www.house.kg/details/99938775f423f8260e7b1-84156481,,
"1-комн. кв., 45 м2","Бишкек, Улан-2 м-н, Алма атинская 2/25/Ахунбаева",$ 29 500,2 501 600 сом,$ 656/м2,55 591 сом/м2,Добавлено 6 месяцев назад,Поднято 9 дней назад,769,от собственника,панельный,6 этаж из 9,,45 м2,,106 серия улучшенная,электрическое,евроремонт,есть,оптика,совмещенный,балкон,бронированная,паркинг,,,,,,магистральный,,домофон,,линолеум,,"пластиковые окна,                                             улучшенная,                                             новая сантехника,                                             кондиционер,                                             тихий двор",,,,"

                                    Описание от продавца                            
Новый дом. Техпаспорт на руках. Рядом садик, народный.
","""42.8456""","""74.6323""",https://www.house.kg/details/75783325f70ed335f8446-79987862,,
"5-комн. кв., 180 м2","Бишкек, 7 м-н, Юнусалиева 53 б",$ 125 000,10 600 000 сом,$ 694/м2,58 889 сом/м2,Добавлено 8 месяцев назад,Поднято 9 дней назад,488,от собственника,"монолитный, 1998 г.",5 этаж из 6,,"180 м2, жилая: 131 м2, кухня: 18 м2",,индивид. планировка,центральное,евроремонт,есть,проводной,2 с/у и более,застекленный балкон,бронированная,рядом охраняемая стоянка,,,,,,нет,,"домофон,                                             видеодомофон,                                             сигнализация,                                             видеонаблюдение",полностью меблирована,ламинат,3 м.,"пластиковые окна,                                             комнаты изолированы,                                             встроенная кухня,                                             новая сантехника,                                             кондиционер",есть,есть,с доплатой покупателя,"

                                    Описание от продавца                            
Продаю 5 комн.кв. в 7 мкр., по К-Маркса, ИНДИВ. 1подъезд (15 квартир) 2х-уровневая. Этаж 5 и 6 из 6, S=178м2, 2 санузла, джакузи на 1м этаже и душ/каб. из спальни на 2м этаже, евроремонт, мраморный камин, мебель. Высота потолков 3 метра.
Рассмотрим обен на 2 или 3 ккв+ доплата
$125000
Без посредников!
Торг
","""42.8292""","""74.6207""",https://www.house.kg/details/19267025f16549b8d4fd1-74034386,,
"4-комн. кв., 141 м2","Бишкек, Асанбай м-н, ул. Токомбаева / Сухэ-Батора",$ 160 000,13 568 000 сом,$ 1 135/м2,96 227 сом/м2,Добавлено 3 месяца назад,Поднято 9 дней назад,279,от собственника,"кирпичный, 2020 г.",9 этаж из 15,,141 м2,,элитка,центральное,под самоотделку (псо),,,2 с/у и более,,бронированная,паркинг,,,,,,магистральный,,,,,3.3 м.,,,,,"

                                    Описание от продавца                            
Продаю 4- ком. квартиру ПСО в ЖК «Монако», СК Авангад Стиль.
Наша квартира находится на 9 этаже, 14-этажного дома
Площадь - 144 м2
Дом клубный, премиум класса
Окна восток-юг.
 Расположение: ул. Токомбаева, 1 линия, напротив Глобуса.
 В подарок готовый дизайн проект под ключ.
Есть парковка с кладовкой за отдельную плату 16000$,
Жилой дом «Монако» — это превосходный клубный дом премиум класса, созданный по эксклюзивному проекту СК Авангард.
✔Утонченная архитектура, отличное расположение, безопасная территория, изысканный дизайн холла и подъездов.
✔Газификация, современная система отопления, двухуровневая парковка.
Собственник.
Цена: 160.000$ окончательно
","""42.8228""","""74.6149""",https://www.house.kg/details/1019165fd8deab12cc78-56599843,,
"2-комн. кв., 82 м2","Бишкек, Алма-Атинская / Южная магистраль",$ 58 500,4 960 800 сом,$ 713/м2,60 498 сом/м2,Добавлено 24 дня назад,Поднято 9 дней назад,86,от агента,"панельный, 2016 г.",5 этаж из 9,,82 м2,,106 серия улучшенная,электрическое,хорошее,возможно подключение,adsl,раздельный,лоджия,бронированная,рядом охраняемая стоянка,,,,,,магистральный,,"домофон,                                             охрана,                                             кодовый замок,                                             видеонаблюдение",частично меблирована,линолеум,2.8 м.,"пластиковые окна,                                             улучшенная,                                             новая сантехника,                                             неугловая,                                             комнаты изолированы,                                             кладовка,                                             тихий двор",нет,есть,рассмотрю варианты,"

                                    Описание от продавца                            
Срочно! Сары-Челек ""Аю-Курулуш""
Продается прекрасная 2+ кв, 83м2, на 5 этаже из 9.
В квартире сделан ремонт. Светлые тона стен идеально подходят под мебель.
Все комнаты изолированы. Большой зал, спальня, кухня, и еще одна комната(детская), 2 сан узла. Просторная кухня, лоджии.
Все коммуникации в доме имеются, лифт бесшумный, в квартире тепло, отопление автономное (газ, электричество)
Закрытый двор, паркинг, своя детская площадка внутри двора. Территория двора озеленена, растут цветы, красиво и свежо.
5 этаж имеет свои плюсы - во-первых чистый воздух, во-вторых прекрасный вид на горы, в третьих всегда светло в квартире.
Все в шаговой доступности
","""42.8151""","""74.6478""",https://www.house.kg/details/2493969603dcbc4bb35b8-86474996,,
"Дом, 4-комн., 150 м2","Бишкек, Пархоменко 76/Салиева",$ 85 000,7 208 000 сом,$ 567/м2,48 053 сом/м2,Добавлено 2 месяца назад,Поднято 9 дней назад,242,от собственника,"другое, 2012 г.",,1,150 м2,4 соток,,смешанное,евроремонт,есть,,2 с/у и более,,,,,,центральная,центральное водоснабжение,есть,магистральный,,,частично меблирована,ламинат,,3 фазы,,,,,"""42.8846""","""74.6454""",https://www.house.kg/details/599115260121ef4d2e511-56567487,,
"3-комн. кв., 81 м2","Бишкек, VEFA, Тыныстанова/Медерова",$ 67 000,5 681 600 сом,$ 827/м2,70 143 сом/м2,Добавлено 13 дней назад,Поднято 9 дней назад,101,от собственника,"кирпичный, 2000 г.",2 этаж из 6,,"81 м2, кухня: 15 м2",,индивид. планировка,центральное,евроремонт,есть,проводной,раздельный,лоджия,бронированная,гараж,,,,,,магистральный,,"решетки на окнах,                                             домофон,                                             сигнализация,                                             охрана,                                             кодовый замок",частично меблирована,,280 м.,"пластиковые окна,                                             улучшенная,                                             новая сантехника,                                             кондиционер,                                             неугловая,                                             встроенная кухня,                                             тихий двор",нет,нет,,"

                                    Описание от продавца                            
Отл. 3 кв Медер/Тыныстан.  тихий эколог. центр. Новый кирп. очень теплый дом. 2000г. S-81м /кух 15м,  эт 2/6,  не угл, 2 лоджии, капит. евроремонт, мебель, гараж, центр. коммуник, Первом. р-н.
 Большой  зеленый двор огорожен, ворота автомат, охрана, спорт. и детская площадки, парковка,  гаражи. Рядом ВЭФА, АУЦА колледж. ена  догов. Тел.0501360902, 0555298803
","""42.8539""","""74.6077""",https://www.house.kg/details/5242314604b483ff18443-52170132,,
"3-комн. кв., 125 м2","Бишкек, Коенкозова 75/Рыскулова",$ 115 000,9 752 000 сом,$ 920/м2,78 016 сом/м2,Добавлено 9 дней назад,,56,от собственника,"кирпичный, 2020 г.",5 этаж из 12,,"125 м2, кухня: 25 м2",,элитка,центральное,под самоотделку (псо),возможно подключение,проводной,раздельный,застекленный балкон,бронированная,рядом охраняемая стоянка,,,,,,магистральный,,"домофон,                                             сигнализация,                                             охрана,                                             кодовый замок,                                             видеонаблюдение",пустая,,3.1 м.,"пластиковые окна,                                             неугловая,                                             комнаты изолированы",нет,есть,рассмотрю варианты,"

                                    Описание от продавца                            
Продаю свою прекрасную 3-х комнатную квартиру в самом лучшем и тихом районе в центре Бишкека!

Адрес: Рыскулова/Коенкозова. Ориентир: Дворец спорта.
Рядом сквер им.Горького, в шаговой доступности Филармония, парк Панфилова, Стадион, рестораны, кафе, Бишкек Парк, Бета Сторес, КНУ, МУК, на первом этаже фитнес-центры, салоны красоты и т.д.
Жилой комплекс ""Кожомкул +"". Застройщик СК ""Роял Констракшн"".
Дом премиум-класса, материал: кирпич. Завершен, введен в эксплуатацию, частично заселен. Квартира ПСО.
Договор и тех.паспорт получен, документы на руках.
Коммуникации все центральные.
Охрана, 24/7 видеонаблюдение. Гостевая парковка. Безопасная детская площадка.
Площадь: 125 кв.м. Просторные комнаты. Раздельные санузлы. Квартира не угловая))
Этаж 5-ый из 12-ти. Два лифта с чипом: грузовой и пассажирский.
Цена: 115 тысяч долларов.

Продаю за наличку, а также могу рассмотреть варианты обмена на 4-х комнатную квартиру в центре или недалеко от центра города.

Тел.: 0500 00 70 32 (есть вотсап).
","""42.8795""","""74.5941""",https://www.house.kg/details/483393360510ec6aa2ab5-49957888,,
"2-комн. кв., 41 м2","Бишкек, Древесная 368/Осмонкула",$ 25 800,2 187 840 сом,$ 629/м2,53 362 сом/м2,Добавлено 9 дней назад,,1483,от собственника,"кирпичный, 2018 г.",1 этаж из 3,,41 м2,,индивид. планировка,электрическое,евроремонт,,,совмещенный,нет,металлическая,паркинг,,,,,,нет,,,частично меблирована,ламинат,2.7 м.,"пластиковые окна,                                             кухня-студия,                                             новая сантехника,                                             неугловая,                                             встроенная кухня",,,,,"""42.9069""","""74.6266""",https://www.house.kg/details/7798218605101419f82a4-46333834,,
"3-комн. кв., 72 м2","Бишкек, Уметалиева 16/Московская",$ 56 000,4 748 800 сом,$ 778/м2,65 956 сом/м2,Добавлено 22 дня назад,Поднято 9 дней назад,96,от собственника,панельный,5 этаж из 5,,"72 м2, жилая: 70 м2, кухня: 8 м2",,105 серия,центральное,хорошее,есть,проводной,раздельный,лоджия,бронированная,рядом охраняемая стоянка,,,,,,магистральный,,домофон,полностью меблирована,ламинат,2.8 м.,"пластиковые окна,                                             кондиционер,                                             неугловая,                                             комнаты изолированы,                                             кладовка,                                             тихий двор",,,,,"""42.8701""","""74.5805""",https://www.house.kg/details/5939388603ff3cb82afb1-01895583,,
"3-комн. кв., 120 м2","Бишкек, Золотой квадрат, Киевская 80/Дзержинка",$ 145 000,12 296 000 сом,$ 1 208/м2,102 467 сом/м2,Добавлено 9 дней назад,,62,от собственника,кирпичный,7 этаж из 9,,120 м2,,элитка,центральное,,,оптика,2 с/у и более,,,паркинг,,,,,,магистральный,,"домофон,                                             охрана,                                             видеонаблюдение",полностью меблирована,паркет,,"пластиковые окна,                                             кондиционер,                                             кладовка,                                             тихий двор",нет,,,"

                                    Описание от продавца                            
Продается трехкомнатная (3) квартира в элитном доме, в самом центре вселенной :), а точнее на пересечении улиц киевская и бульвара эркиндик (она же всеми известная дзержинка)!! шикарный вид на горы! охраняемый двор, детская площадка, видеонаблюдение на территории, соседи из бомонда это самое малое что вас ожидает. квартира полностью мебелированна и обустроенна. два сан узла! 

инфраструктура района радует глаз, культурные ценности столицы, исторические места, парковые зоны, школа, кинотеатр, бульвар, магазины, бутики, места общепита, все это находится буквально в досягаемости одного взгляда!! 145 000$

0550175000 (телефон,whatsapp)
0772501295 (whatsapp)
","""42.8737""","""74.6078""",https://www.house.kg/details/47427806050ed51e10fb3-74418787,,
"1-комн. кв., 12 м2","Бишкек, Лермонтова 1А/Чуй",$ 13 000,1 102 400 сом,$ 1 083/м2,91 867 сом/м2,Добавлено 9 дней назад,,38,от собственника,кирпичный,2 этаж из 2,,12 м2,,малосемейка,без отопления,хорошее,нет,,нет,нет,металлическая,гараж,,,,,,нет,,,частично меблирована,дерево,,"пластиковые окна,                                             кондиционер,                                             тихий двор",нет,нет,обмен на авто,,"""42.874""","""74.66""",https://www.house.kg/details/41108606050ea5a7b7fb1-53577994,,
"1-комн. кв., 39 м2","Бишкек, салиева 53",$ 14 300,1 212 640 сом,$ 367/м2,31 093 сом/м2,Добавлено 2 месяца назад,Поднято 9 дней назад,742,от собственника,кирпичный,2 этаж из 9,,39 м2,,индивид. планировка,на газе,под самоотделку (псо),возможно подключение,оптика,совмещенный,балкон,металлическая,паркинг,,,,,,магистральный,,,,,3.15 м.,,есть,,,"

                                    Описание от продавца                            
Представлю вашему вниманию квартиры в доме комфорт класса 
Продаю 1-2-3ком/кв от СК Гермес
Адрес: Алматинская-Салиева ориентир (Салиева 53)
По цене от подрядчика 360$
Прайс на 1ком (39.9м2)-(14300$)
                          (47м2) -  (16920$)
                          (50м2) -  (18000$) -2шка студия)
Дом комфорт класса на стадии строительства завершен цокольный и 1 этаж начат 2 этаж
Материалы стен (железобетонный монолит,кирпич,базальт, жидкий травертин)
Предоставим все разрешительные документы на строительство
(Красная книга,АПУ,ИТУ и т.д.)
Также рассмотрим обмен на авто и рассрочку с первоначальным взносом звонить 
0700-55-50-34 (вотцап)
0777-09-26-90 (вотцап)
","""42.8843""","""74.6483""",https://www.house.kg/details/79592995ffd9d1c814368-44278718,,
"2-комн. кв., 47 м2","Бишкек, Арча-Бешик ж/м, Репина 200",$ 26 600,2 255 680 сом,$ 566/м2,47 993 сом/м2,Добавлено 3 месяца назад,Поднято 9 дней назад,1364,от собственника,"панельный, 2016 г.",1 этаж из 3,,47 м2,,индивид. планировка,электрическое,среднее,возможно подключение,adsl,совмещенный,нет,металлическая,паркинг,,,,,,возможно подключение,,,частично меблирована,ламинат,,,нет,есть,обмен не предлагать,"

                                    Описание от продавца                            
Срочно продам! 2к/кв Ориентир Баха/Ахунбаева. 47м2.
Цена 2600$ Звонить 0700-55-50-34
Новый дом,Отличный ремонт,тех.паспорт на руках
Площадь 47 кв. метров,
На 1 этаже из 3,
На окнах решетки,
Окна везде пластиковые,
Полы ламинат,
Новая сантехника, аристон,
Санузел 100% кафель,
Квартира продается с мебелью,
Коммуникации все центральные,
Кроме отопления и гор/воды,
Огороженный двор
Своё парковочное место
Просим: 26000$ мини торг
Звонить: 0700-55-50-34
Покажу в течение 1-2 часов
","""42.8392""","""74.5573""",https://www.house.kg/details/78785015fdc7e74353887-98710436,,
"Дом, 6 и более комнат, 250 м2","Бишкек, Тунгуч м-н",$ 129 000,10 939 200 сом,$ 516/м2,43 757 сом/м2,Добавлено 2 месяца назад,Поднято 9 дней назад,396,от собственника,кирпичный,,2,250 м2,10 соток,,на твердом топливе,евроремонт,возможно подключение,проводной,раздельный,,,,,,центральная,центральное водоснабжение,есть,возможно подключение,,"решетки на окнах,                                             кодовый замок",частично меблирована,паркет,,"пластиковые окна,                                             баня,                                             сад,                                             хозпостройки,                                             навес,                                             гараж,                                             3 фазы",есть,есть,рассмотрю варианты,"

                                    Описание от продавца                            
Продаю Особняк можно под бизнес
Адрес-Горький/Ауэзова
Участок-10 соток+прилегающая территория (Красная книга)
Дом 3 уровневый (подвал)
В доме - 6 комнат
2-Сан.узла на 1 и 2 этаже
Баня-с паром,Очок-кана+Сарай для дров
Коммуникации-(канализация центральная,отопление на твердом топливе + 3 фазка,газ будет весной трубы проведены
Есть отдельный трансформатор для дома
Цена 129.000$ разумный торг.,рассмотрим варианты обмена на авто и недвижимость 
Звонить 0700-55-50-34 и 0777-09-26-90 (wp)
Просьба звонить по существу
","""42.8558""","""74.6922""",https://www.house.kg/details/23743225fff6125a3c7b4-41498557,,
"3-комн. кв., 143.7 м2","Бишкек, ул. Ахунбаева, 169/1",$ 100 590,8 530 032 сом,$ 700/м2,59 360 сом/м2,Добавлено 4 месяца назад,Поднято 9 дней назад,325,от собственника,монолитный,5 этаж из 10,,"143.7 м2, жилая: 143.7 м2",,элитка,центральное,под самоотделку (псо),,,,,,,,,,,,,,,,,3 м.,,,,,"

                                    Описание от продавца                            
Продается трёх комнатная квартира под самоотделку, на 5-ом этаже, 143.7 кв.м., можно переделать под 4-х комнатную, готовность квартиры 30%(проведены: водопровод, канализация, отопление, электричество), панорамные окна на юг, окна выходят на - север/юг
Адрес: ул. Ахунбаева, ул. Душанбинская
Застройщик: ""Zalkar""
Дом сдан, новостройка, под самоотделку, можно начинать ремонт
Дом кирпичный, все коммуникации центральные
30% в рассрочку на 6 месяцев
700$ за кв.м.
Телефон: 0555 776 402, 0772 501 401
","""42.8438""","""74.5908""",https://www.house.kg/details/63190775fcf5c8ba05151-91049650,,
