title,address,price_dollar,price_som,dollar_per_m2,som_per_m2,post_date,update_date,views,Тип предложения,Дом,Этаж,Кол-во этажей,Площадь,Площадь участка,Серия,Отопление,Состояние,Телефон,Интернет,Санузел,Балкон,Входная дверь,Парковка,Коммуникации,Местоположение,Канализация,Питьевая вода,Электричество,Газ,Поливная вода,Безопасность,Мебель,Пол,Высота потолков,Разное,Возможность рассрочки,Возможность ипотеки,Возможность обмена,description,latitude,longitude,link
"4-комн. кв., 165.8 м2","Бишкек, Абдымомунова, 305А",$ 115 000,9 752 000 сом,$ 694/м2,58 818 сом/м2,Добавлено 6 дней назад,,31,от агента,"монолитный, 2018 г.",9 этаж из 10,,"165.8 м2, жилая: 33.3 м2",,индивид. планировка,,,,,,,,,,,,,,,,,,,3.25 м.,,,нет,,"

                                    Описание от продавца                            
Продается 4-х комнатная квартира пентхаус двухуровневая на 9 и 10 этажах в новом доме. Дом монолитно-кирпичный, построенный и сданный в эксплуатацию в 2018 году. Дом находится в районе пересечения улиц Калыка Акиева и Абдымомунова. 

‌В квартире сделан шикарный ремонт по дизайн проекту. При ремонте использовались дорогостоящие материалы: обои из Германии и Италии, ламинат германский, в кухне и санузлах использовался испанский кафель. Лестница на второй этаж изготовлен из натурального ореха, а стены выполнены из декоративного камня. Потолки имеют специальный дизайн и имеют трех уровневую структуру и состоят из комбинации гипсокартонных конструкций и натяжных потолков. Софиты, люстры и светодиодные подсветки придают особый шарм и красоту потолкам квартиры. 
‌На первом этаже квартиры имеется зал площадью 33.3 м2, спальню в 24.6 м2 и кухню - 16.2 м2. На втором этаже две спальные комнаты и большой просторный холл с игровой зоной. Общая площадь квартиры составляет 165.8 м2. 

‌Квартира полностью обставлена мебелью: мягкая мебель в гостиной, двух спальные кровати в спальных комнатах, диваны и кресла в холле. Также в квартире имеются кондиционеры, телевизоры на каждом этаже. На кухне была изготовлена кухонная мебель по специальному дизайну и заказу, со встроенной бытовой техникой: газовая плита с вытяжкой, микроволновка, посудомойка, холодильник. В ванной комнате установлена стиральная машина.
‌Вся мебель и бытовая техника остаётся новым владельцам.

‌Район, где находится квартира является очень тихим и спокойным. Здесь движение автотранспорта минимальная, в то же время до остановки общественного транспорта и основных улиц города рукой подать. В данном районе есть Кыргызская национальная филармония им. Токтогула Сатылганова, кинотеатр &amp;quot;Октябрь&amp;quot;, супермаркеты Фрунзе, Народный, ТЦ &amp;quot;Весна&amp;quot;, другие магазины, аптеки, банки, медицинские центры, кафе и рестораны. Рядом есть парк М.Гвардии. Недалеко находится западный автовокзал. Место очень комфортабельное для проживания.

‌Приобретайте двухуровневую квартиру с дизайн ремонтом и с мебелью и бытовой техникой готовую для проживания за умеренную цену. Это в наши дни редкость.
‌По всем вопросам обращайтесь по телефону и WhatsApp.
 Доп. описание: санузел раздельный, пластиковые окна, в доме есть: детская площадка, открытый двор, наземный паркинг, лифт пассажирский, ремонт по дизайн-проекту, также имеются: телефон, интернет, кабельное телевидение, счетчики холодной и горячей воды, домофон, железная дверь, , кухонный гарнитур, шкаф-купе, Номер в базе: 4179740. Район: Ленинский район
","""42.8811""","""74.5785""",https://www.house.kg/details/17101660548718801e48-59822603
"2-комн. кв., 67 м2","Бишкек, Улан м-н, 7 апреля, 1",$ 52 000,4 409 600 сом,$ 776/м2,65 815 сом/м2,Добавлено 6 дней назад,,22,от агента,"панельный, 2019 г.",1 этаж из 9,,"67 м2, жилая: 0 м2",,106 серия,,,,,,,,,,,,,,,,,,,2.8 м.,,,есть,,"

                                    Описание от продавца                            
Продается 2-комнатная квартира 106 улучшенная серия в микрорайоне Улан-2.
Площадь 67 кв.м., на 1 этаже из 9-ти. 1 этаж высокий за счет цоколя.
В квартире новый евроремонт. Имеется мебель: кухонный гарнитур, шифоньер, кровать.
В доме коммуникации все центральные: газ, отопление, горячая вода.
Квартира расположена со стороны сушилки, т.е. есть возможность присоединения дополнительной комнаты.
Вся встроенная мебель и спальня остаются новому хозяину.
Перспективный район. Рядом расположены школы и детские сады. Очень удобная транспортная развязка.
 Доп. описание: санузел раздельный, пластиковые окна, в доме есть: детская площадка, закрытый двор, ворота, наземный паркинг, лифт пассажирский, современный ремонт, также имеются: телефон, интернет, кабельное телевидение, счетчики холодной и горячей воды, домофон, железная дверь, , кухонный гарнитур, шкаф-купе Номер в базе: 4176252. Район: Октябрьский район
","""42.843""","""74.6335""",https://www.house.kg/details/7680246054870951d117-13077455
"2-комн. кв., 52 м2","Бишкек, Восток-5 м-н, Мамбетова, 2",$ 42 000,3 561 600 сом,$ 808/м2,68 492 сом/м2,Добавлено 6 дней назад,,25,от агента,"панельный, 1980 г.",9 этаж из 9,,"52 м2, жилая: 0 м2",,106 серия,,,,,,,,,,,,,,,,,,,2.8 м.,,,есть,,"

                                    Описание от продавца                            
Продается 2-комнатная квартира 106 серии в микрорайоне Восток-5 по ул.Мамбетова.
Площадь 52 кв.м., на 9-ом этаже.
Квартира в отличном состоянии, был сделан дорогостоящий ремонт. Имеется дополнительное утепление, пластиковый стеклопакет. Установлена обновлённая проводка с множеством выходов. На полу ламинат.
В доме все коммуникации центральные.
Тихий и чистый двор. Вблизи школа. В шаговой доступности магазины, аптеки и др.
Квартира абсолютно без вложений - заходи и живи!
 Доп. описание: санузел раздельный, пластиковые окна, в доме есть: детская площадка, открытый двор, наземный паркинг, лифт пассажирский, современный ремонт, также имеются: телефон, интернет, кабельное телевидение, кондиционер, домофон, железная дверь, Номер в базе: 4172820. Район: Свердловский район
","""42.8711""","""74.6303""",https://www.house.kg/details/4540352605486eb5a1278-90402690
"4-комн. кв., 80 м2","Бишкек, Верхний Джал м-н, Верхний Джал микрорайон, 3",$ 63 000,5 342 400 сом,$ 788/м2,66 780 сом/м2,Добавлено 6 дней назад,,41,от агента,"панельный, 1990 г.",8 этаж из 9,,"80 м2, жилая: 0 м2",,106 серия,,,,,,,,,,,,,,,,,,,2.8 м.,,,есть,,"

                                    Описание от продавца                            
Продается 4-комнатная квартира 106 серии в Верхнем Джале.
Площадь - 80 кв.м., на 8-ом этаже из 9-ти.
Квартира не угловая, теплая.
Всего на площадке 2 квартиры, обе 4-комнатные.
Состояние отличное, в квартире хороший ремонт, который был сделан из дорогих зарубежных стройматериалов.
Мебель в квартире качественная и недешевая, остается частично новому владельцу.
Двор чистый и уютный, огорожден. Имеется детская площадка. Рядом расположена авто-парковка на 25 мест. Район очень развитый, в шаговой доступности расположены школы и дет.сады, магазины, аптеки и др.
 Доп. описание: санузел совмещенный, пластиковые окна, в доме есть: детская площадка, закрытый двор, ворота, наземный паркинг, лифт пассажирский, современный ремонт, также имеются: телефон, интернет, кабельное телевидение, кондиционер, домофон, железная дверь, , кухонный гарнитур, шкаф-купе Номер в базе: 4161533. Район: Ленинский район
","""42.8346""","""74.5683""",https://www.house.kg/details/910756605486d663ec96-57389636
"2-комн. кв., 75 м2","Бишкек, Тыналиева, 2",$ 75 000,6 360 000 сом,$ 1 000/м2,84 800 сом/м2,Добавлено 6 дней назад,,35,от агента,"кирпичный, 2019 г.",2 этаж из 14,,"75 м2, жилая: 0 м2",,индивид. планировка,,,,,,,,,,,,,,,,,,,2.5 м.,,,есть,,"

                                    Описание от продавца                            
Продаётся 2-х комнатная квартира в новом кирпичном доме по улице Тыналиева &amp;quot;Джал&amp;quot;. 2-й этаж из 14! Застройщик &amp;quot;Имарат Строй&amp;quot; Жилой комплекс: Алтын Булак! 
Квартира очень теплая,светлая,с хорошим дорогим ремонтом. Новому хозяину остаются встроенные шкафы,кухонный гарнитур!
Очень удобное расположение дома. Двор огорожен, охрана 24 часа, въезд на территорию строго по пропускам.
Во дворе имеется большая детская площадка,наземный паркинг.
Рядом школы,детские сады,множество магазинов,мини рынок, университет Ата-Тюрк.
Удобная транспортная развязка в любую точку города! Идеальный вариант для семьи!
 Доп. описание: санузел раздельный, плита электрическая, пластиковые окна, в доме есть: детская площадка, закрытый двор, ворота, охрана, видеонаблюдение, наземный паркинг, подземный паркинг, лифт пассажирский, лифт грузовой, современный ремонт, также имеются: телефон, интернет, кабельное телевидение, кондиционер, счетчики холодной и горячей воды, домофон, железная дверь, система водонагрева, , , кухонный гарнитур, шкаф-купе Номер в базе: 4138196. Район: Ленинский район
","""42.8455""","""74.5688""",https://www.house.kg/details/2778549605486c2d95e58-65957796
"2-комн. кв., 87 м2","Бишкек, Магистраль, Токомбаева, 23",$ 76 000,6 444 800 сом,$ 874/м2,74 078 сом/м2,Добавлено 6 дней назад,,29,от агента,"монолитный, 2019 г.",2 этаж из 10,,"87 м2, жилая: 0 м2",,индивид. планировка,,,,,,,,,,,,,,,,,,,3 м.,,,нет,,"

                                    Описание от продавца                            
Продается 2-комнатная элитная квартира в районе микрорайона Асанбай за отелем Жаннат напротив гипермаркета Глобус.
Квартира расположена на 2 этаже из 10-ти, площадью 87 кв.м.
В квартире сделан хороший ремонт, установлено панорамное остекление.
Также имеется &amp;quot;недешевая&amp;quot; мебель и бытовая техника, которая вся остаётся новому владельцу.
Квартира расположена в новом жилом комплексе Дианур с большим закрытым и охраняемым двором. 
Паркинг есть подземный и на территории двора комплекса.
 Доп. описание: санузел совмещенный, пластиковые окна, в доме есть: детская площадка, закрытый двор, ворота, охрана, подземный паркинг, гостевой паркинг, лифт пассажирский, современный ремонт, также имеются: телефон, интернет, кабельное телевидение, кондиционер, счетчики холодной и горячей воды, счетчики тепла, домофон, железная дверь, охранная сигнализация, , кухонный гарнитур, шкаф-купе, Номер в базе: 4131212. Район: Октябрьский район
","""42.82""","""74.6161""",https://www.house.kg/details/1255850605486adb6c469-01992273
"2-комн. кв., 80 м2","Бишкек, ул. Байтик Баатыра (недалеко от Южных ворот)",$ 66 400,5 630 720 сом,$ 830/м2,70 384 сом/м2,Добавлено 6 дней назад,,36,от собственника,"монолитный, 2022 г.",3 этаж из 10,,"80 м2, кухня: 15 м2",,элитка,на газе,под самоотделку (псо),,,раздельный,лоджия,бронированная,паркинг,,,,,,магистральный,,"домофон,                                             охрана,                                             видеонаблюдение",,,3 м.,"пластиковые окна,                                             новая сантехника,                                             неугловая,                                             комнаты изолированы,                                             тихий двор",,,,"

                                    Описание от продавца                            
2-комнатная в ЖК Авангард Сити от СК Авангард стиль (Советская Южная Магистраль).
- 80 м2, 3/14 этаж с видом на горы.
- сдача псо - май 2022 года.
- современная независимая система отопления, газификация, двухуровневая подземная автостоянка, индивидуальные кладовые помещения, системы хранения велосипедов и детских колясок, детские игровые площадки, WorkOut площадки, продуманная система контроля доступа и безопасности, профессиональная управляющая компания, остекление окон из алюминиевого профиля теплой серии с использованием итальянской фурнитуры.
","""42.8193""","""74.6038""",https://www.house.kg/details/4368836605486a21265c8-46878043
"3-комн. кв., 60 м2","Бишкек, Московская, 193",$ 52 000,4 409 600 сом,$ 867/м2,73 493 сом/м2,Добавлено 6 дней назад,,33,от агента,"кирпичный, 1992 г.",2 этаж из 3,,"60 м2, жилая: 0 м2",,индивид. планировка,,,,,,,,,,,,,,,,,,,2.5 м.,,,есть,,"

                                    Описание от продавца                            
Продается 3-х комнатная квартира в Районе филармоний по Улице Московская с Хорошим ремонтом все комнаты изолированы.
Квартира обладает очень удобной площадью 60 к.м2 в инд планировке.Дом строился в период 90-х годов.Квартира располагается на Среднем Этаже 2 из 3 при этом не угловая.Ремонт не свежий но сделан очень качественно и со вкусом.Квартира не состоит в залоге по документаций всю узаконено квартира готова к продаже.
Если хотите узнать подробнее звоните по номерам,указанные в публикаций, а также можете написать нам в WhatsApp с 09:00-23:00. ВСЕГО ВАМ ДОБРОГО, УДАЧНОЙ ПОКУПКИ!!!
 Доп. описание: санузел раздельный, пластиковые окна, в доме есть: открытый двор, наземный паркинг, без лифта, косметический ремонт, также имеются: телефон, интернет, кабельное телевидение, счетчики холодной и горячей воды, домофон, железная дверь, Номер в базе: 4069156. Район: Ленинский район
","""42.8707""","""74.5825""",https://www.house.kg/details/63937556054869e46af24-40025009
"2-комн. кв., 52.4 м2","Бишкек, Молодая Гвардия, Токтогула, 245",$ 50 000,4 240 000 сом,$ 954/м2,80 916 сом/м2,Добавлено 6 дней назад,,32,от агента,"монолитный, 1992 г.",5 этаж из 5,,"52.4 м2, жилая: 0 м2",,105 серия,,,,,,,,,,,,,,,,,,,2.5 м.,,,есть,,"

                                    Описание от продавца                            
Замечательная квартира на пересечении улиц Токтогула-Молодая Гвардия в шаговой доступности Гимназия №68 и 3 дошкольные организаций что является очень удобным для ваших детей. Вблизи так же присутствуют Супермаркеты и Торговые дома, при этом удобная транспортная развязка и большое количество остановок можно добраться в любую точку города. Во дворе есть детская площадка изолированная от Парковки, в которой всегда можно найти свободные места для вашей машины. Сама квартира очень Уютная и Теплая благодаря уникальной планировке окна выходят на две стороны Восток и Запад что всегда придает светлую ауру вашей квартире. Ремонт сделан со вкусом, для себя при этом вся мебель остается. На площадке расположены всего две квартиры, благодаря тому что квартира на 5 этаже она обладает хорошей звукоизоляцией сверху имеется воздушная прослойка вы можете не бояться протечек.
 Доп. описание: санузел раздельный, пластиковые окна, в доме есть: детская площадка, открытый двор, наземный паркинг, гараж во дворе, без лифта, современный ремонт, также имеются: телефон, интернет, кабельное телевидение, счетчики холодной и горячей воды, домофон, железная дверь, Номер в базе: 4045327. Район: Ленинский район
","""42.8738""","""74.5736""",https://www.house.kg/details/9936098605486774d6197-59570389
"6 и более комнат кв., 173 м2","Бишкек, Джал-23 м-н (Нижний Джал)",$ 89 960,7 628 608 сом,$ 520/м2,44 096 сом/м2,Добавлено 6 дней назад,,38,от собственника,кирпичный,9 этаж из 11,,173 м2,,пентхаус,,,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продается 6 комнатная квартира,на  Тыналиева/ Ахунбаева (пентхаус)
Этаж 9,10 из 11
Общая квадратура 173 м2 двухуровневый 
3 сан узла 
Лифт на 6 человек (новый )
Всё коммуникации центральные, отопление автономное электрическое
Цена срочная ниже рынка за м2 520$.
","""42.8449""","""74.5684""",https://www.house.kg/details/34045296054847a9859f0-82117996
"3-комн. кв., 107 м2","Бишкек, Жибек-Жолу 372",$ 69 000,5 851 200 сом,$ 645/м2,54 684 сом/м2,Добавлено 6 дней назад,Поднято 6 дней назад,743,от собственника,"кирпичный, 2019 г.",6 этаж из 12,,107 м2,,элитка,центральное,под самоотделку (псо),,,раздельный,балкон,бронированная,паркинг,,,,,,,,,,,3.3 м.,,,,обмен на авто,"

                                    Описание от продавца                            
❗Внимание❗Срочно продается !!!
Продается 3х комнатная квартира🚪 на 6 этаже, площадью 107м2📐 ПСО 🛠, в ЖК ""Армада""🏢 по адресу Жибек-Жолу 372📍
Сдан в эксплуатацию делай ремонт и живи!!🤗, застройщик ""Канат Групп""🏢 отличный теплый дом🔥,  все коммуникации центральные, дом из кирпича и утеплен, 2 бесшумных скоростных лифта🤗
⠀
Хотите стать счастливым обладателем новенькой квартиры в столице? Звоните!
Цена : 69 000$ Не большой торг уместен !!!
Whats App: ✅ 0703823333
Наши телефоны :

✅ 0703 82 33 33
","""42.8835""","""74.5935""",https://www.house.kg/details/509655160547fb3ca0b81-99917887
"1-комн. кв., 36.5 м2","Бишкек, Термечикова 2/Л.Толстого",$ 30 000,2 544 000 сом,$ 822/м2,69 699 сом/м2,Добавлено 10 месяцев назад,Поднято 6 дней назад,1128,от собственника,кирпичный,1 этаж из 5,,36.5 м2,,индивид. планировка,центральное,хорошее,есть,проводной,совмещенный,,бронированная,,,,,,,магистральный,,,,дерево,2.73 м.,,,,,"

                                    Описание от продавца                            
Продам однокомнатную квартиру.
","""42.8645""","""74.5547""",https://www.house.kg/details/32681965ee074f95df155-33379135
"Дом, 3-комн., 120 м2","Бишкек, Арча-Бешик ж/м, жылгасай 11й11/арча бешик",$ 45 500,3 858 400 сом,$ 379/м2,32 153 сом/м2,Добавлено 2 месяца назад,Поднято 6 дней назад,489,от агента,"кирпичный, 2020 г.",,1,"120 м2, жилая: 100 м2, кухня: 20 м2",37 соток,,на твердом топливе,евроремонт,есть,adsl,2 с/у и более,,,,,,центральная,центральное водоснабжение,есть,магистральный,,,частично меблирована,ламинат,3 м.,,есть,,обмен не предлагать,"

                                    Описание от продавца                            
продается частный дом. построенный для себя
связи с переездом продаю. дом.хороший тёплый.. уютный. свежий ... по вопросам обращаться по тел 0509080607.
","""42.8457""","""74.541""",https://www.house.kg/details/99378195ffd45cb138da1-05261856
"3-комн. кв., 58 м2","Бишкек, советская 10/боконбаева",$ 41 500,3 519 200 сом,$ 716/м2,60 676 сом/м2,Добавлено 2 месяца назад,Поднято 6 дней назад,292,от агента,кирпичный,5 этаж из 5,,"58 м2, жилая: 35 м2, кухня: 18 м2",,индивид. планировка,центральное,хорошее,есть,adsl,раздельный,застекленный балкон,бронированная,рядом охраняемая стоянка,,,,,,магистральный,,домофон,частично меблирована,дерево,3 м.,"пластиковые окна,                                             новая сантехника,                                             комнаты изолированы",,,обмен не предлагать,"

                                    Описание от продавца                            
продаю 3х квартиру. в хорошем состоянии. центральные комуникации. все удобства под рукой.
","""42.8666""","""74.6104""",https://www.house.kg/details/81770025ffd4b0162ef60-27895782
"Коммерческая недвижимость, 389 м2","Бишкек, Асанбай м-н",$ 268 410,22 761 168 сом,$ 690/м2,58 512 сом/м2,Добавлено 1 месяц назад,Поднято 6 дней назад,152,от агента,"кирпичный, 2020 г.",,12,389 м2,,,,,,,,,,,,,,,,,,,,,,,,есть,,"

                                    Описание от продавца                            
продаем частное Помещение 389м2 псо Асанбай парк от ск.Олимп
: Три помещения
: У каждого отдельный вход торг уместен
0509080607
","""42.8161""","""74.6195""",https://www.house.kg/details/6665465602b9642399451-62960040
"3-комн. кв., 99 м2","Бишкек, медерова/матросова",$ 47 500,4 028 000 сом,$ 480/м2,40 687 сом/м2,Добавлено 2 месяца назад,Поднято 6 дней назад,337,от агента,кирпичный,3 этаж из 11,,99 м2,,элитка,центральное,под самоотделку (псо),,,,балкон,бронированная,рядом охраняемая стоянка,,,,,,магистральный,,,,,310 м.,,нет,нет,обмен не предлагать,"

                                    Описание от продавца                            
срочно продается 3х квартира 98,88 на Медерова/матросова 3 этаж из 11 Псо.  застройшик Оргтехстрой все центральное .сдача 2 квартал 2022 цеена 47500
0509080607
","""42.8515""","""74.6184""",https://www.house.kg/details/1112999600bfe5ed4e534-78349422
"Дом, 5-комн., 70 м2","Бишкек, Рабочий Городок",$ 60 000,5 088 000 сом,$ 857/м2,72 686 сом/м2,Добавлено 1 год назад,Поднято 6 дней назад,3419,от собственника,другое,,1,"70 м2, жилая: 60 м2",,,смешанное,,есть,оптика,,,,,,,,центральное водоснабжение,есть,магистральный,,,,,,,,,,"

                                    Описание от продавца                            
продаю дом в Рабочем городке, 3 линия. Участок 5,4 сотки, Красная книга имеется. Площадь дома 60кв.м. Имеются хозпостройки (гараж, кладовка, баня, 2 погреба), большой двор полностью крытый, 3 вида отопления (твердое, газ, свет, разрешения на все есть), кочергарка отдельно. Водопровод проведен в дом и в кочегарку. Снаружи дом отделан облицовочным кирпичом, окна пластиковые, на окнах есть решетки  В огороде цветы и плодовые деревья.
","""42.8561""","""74.5659""",https://www.house.kg/details/63913375e209f054c4379-42715039
"Дом, 5-комн., 180 м2","Бишкек, Кок-Жар ж/м, сайматаш/боогачы",$ 155 000,13 144 000 сом,$ 861/м2,73 022 сом/м2,Добавлено 2 месяца назад,Поднято 6 дней назад,160,от собственника,"кирпичный, 2010 г.",,2,"180 м2, жилая: 180 м2, кухня: 25 м2",4.15 соток,,смешанное,хорошее,возможно подключение,проводной,раздельный,,,,,,возможно подведение,центральное водоснабжение,есть,магистральный,,,частично меблирована,ламинат,2.5 м.,,,,с доплатой покупателя,"

                                    Описание от продавца                            
Продаю дом+готовый бизнес в экологически чистом районе города в ж/м Кок-жар. 4, 15 соток. S-180м2. В 5 минутах от кольцевой. Улицы освещенные, хорошая транспортная развязка, рядом детсады, школа, глобус, народный, бассейн, теннисный корт итд. Отопление смешанное. Газифицировано, центральная канализация. Дом 2 этажный, первый этаж:- коридор, холл, зал, детская, спальня, 2 туалета, просторная кухня. 2 этаж:- гостиная, мансарда. На улице 4 времянки, баня, душевая, туалет, очок кана на 2 казана, зона для шашлыка. Топчан, крытое парковочное место для 2 машин+2 снаружи, wi-fi. Приобретая дом вы получите спокойствие, тишину и уют. возможен обмен на квартиру с доплатой нам.
","""42.8369""","""74.6449""",https://www.house.kg/details/8358940601e47e4329c24-44579723
"Участок, 3 соток","Бишкек, Арча-Бешик ж/м, Кошон 35/Ак-марал",$ 35 000,2 968 000 сом,,,Добавлено 4 месяца назад,Поднято 6 дней назад,557,от собственника,,,,,3 соток,,,,,,,,,,,,,,,,,,,,,,,,рассмотрю варианты,"

                                    Описание от продавца                            
Продается участок в хорошем районе города, в ж/м Арча-Бешик, по улице Кошон #35. Участок расположен недалеко от перекрестка Ахунбаева-Репина. Красная книга, ГосАкт(под строительство жилого дома). Имеются все инженерные коммуникации: вода, центральная канализация, электричество, газ(не подключен) интернет. Есть эскизный проект 2х этажного дома.  На участке есть хоз.постройка размером 5х25м из пескоблока. Полы армированная цементная стяжка и заложены трубы для водяного теплого пола. Потолок утеплён. Цена 35.000$ торг уместен. Тел.+
","""42.8408""","""74.5543""",https://www.house.kg/details/64570055fcc4eb6426b42-13272429
"2-комн. кв., 63 м2","Бишкек, 4 м-н, 4мкр",$ 46 500,3 943 200 сом,$ 738/м2,62 590 сом/м2,Добавлено 6 дней назад,,44,от агента,кирпичный,9 этаж из 9,,"63 м2, жилая: 37 м2, кухня: 10 м2",,индивид. планировка,центральное,хорошее,есть,,раздельный,застекленный балкон,бронированная,рядом охраняемая стоянка,,,,,,,,домофон,частично меблирована,линолеум,,"пластиковые окна,                                             новая сантехника,                                             комнаты изолированы,                                             встроенная кухня,                                             тихий двор",нет,есть,обмен не предлагать,"

                                    Описание от продавца                            
Продам шикарную 2ком. 4мкр.К.Маркса.Инд. Этаж 9/9.  S=63м. Балкон 10м. Кухня 10м. С ремонтом! Ост: встроенная мебель!! Лифт до 9 этажа!! 46500$ торг 0550492329. 0709539799
Продам 2 ком. квартиру 4 мкр. по К.Маркса, индивидуальный проект, 1973 год постройки, Этаж 9 из 9, есть тех этаж в человеческий рост, лифт до 9 этажа,  квартира угловая, балкон по периметру, дверь бронированная, окна пластик, стены обои, потолок под яйцо, пол линолеум, межкомнатные двери деревянные, сан/узел раздельный 100%, кухня 50% кафель, общая площадь 63.1м, жилая 36.1м, кухня 10м, остается: встроенная мебель, Стоимость 46500$ торг!  0550492329.0709539799
","""42.8379""","""74.6226""",https://www.house.kg/details/76622260547c8324e221-46871831
"Дом, 6 и более комнат, 250 м2","Бишкек, Кок-Жар ж/м, Куйручук/Шоокум",$ 200 000,16 960 000 сом,$ 800/м2,67 840 сом/м2,Добавлено 2 месяца назад,Поднято 6 дней назад,251,от собственника,"кирпичный, 2007 г.",,2,"250 м2, кухня: 20 м2",4 соток,,на газе,хорошее,возможно подключение,оптика,совмещенный,,,,,,центральная,центральное водоснабжение,есть,магистральный,,,частично меблирована,паркет,3 м.,,,,рассмотрю варианты,"

                                    Описание от продавца                            
Продаю 2-х этажный особняк!
250м2
ж/м Кок-Жар по ул.Куйручук
Участок 4 соток имеется красная книга
Центральная канализация,три вида топлива!
Дом кирпичный 1,5 фасад из облицовочного кирпича, крыша черепица добротный вид!хоз.постройки гараж.
Школа, детский сад, Гипермаркет Глобус, Фрунзе,Народный.Спортивный комплекс Фемили спорт, ботанический сад всё это в шаговой доступности от дома!
Идеально как под жилье,так и под нежилое помещение (дет сад, общеобразовательный центр или под офис)!
прошу 200000$ 
0550228822 w/a
","""42.8491""","""74.6397""",https://www.house.kg/details/1469195601052dd558781-56520015
"1-комн. кв., 32 м2","Бишкек, 3 м-н",$ 31 500,2 671 200 сом,$ 984/м2,83 475 сом/м2,Добавлено 7 дней назад,,36,от агента,панельный,1 этаж из 4,,32 м2,,104 серия,центральное,хорошее,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продается 1 комнатная квартира,   
3 микрорайон, 104 серия,квартира расположенная на 1 этаже, квартира с расширенной застекленной лоджией
Цена: 31 500 $   
0-755-25-00-80, 0-778-08-70-77, 0-505-25-00-80 
#купитьдом #купитьжильебишкек #купитьквартиру #квартирабишкек #недвижимость #недвижимостьбишкек #жилье #дом#АН  #АНSweethome
","""42.84""","""74.6222""",https://www.house.kg/details/94863806054774ebbd237-35393637
"2-комн. кв., 70 м2","Бишкек, Профсоюзная",$ 31 500,2 671 200 сом,$ 450/м2,38 160 сом/м2,Добавлено 7 дней назад,,40,от агента,кирпичный,2 этаж из 5,,70 м2,,индивид. планировка,,хорошее,,,раздельный,лоджия,бронированная,,,,,,,,,решетки на окнах,,,,,,,,"

                                    Описание от продавца                            
Кызыл Аскер	Профсоюзная/Кеминская
СК ""Айылчы Курулуш"", S=70 м.кв, кирпичный дом,
3 застекленных утепленных лоджии, комнаты все изолированные, с ремонтом с мебелью,.
Возможна рассрочка или обмен.
","""42.8848""","""74.5332""",https://www.house.kg/details/8269549605473d5e00ca0-51668942
"5-комн. кв., 227 м2","Бишкек, 9 м-н, Суеркулова 8/4/Тыныстанова",$ 227 000,19 249 600 сом,$ 1 000/м2,84 800 сом/м2,Добавлено 10 месяцев назад,Поднято 7 дней назад,749,от собственника,"панельный, 2013 г.",7 этаж из 10,,"227 м2, жилая: 133 м2, кухня: 37 м2",,элитка,центральное,евроремонт,нет,проводной,2 с/у и более,нет,бронированная,паркинг,,,,,,возможно подключение,,,полностью меблирована,ламинат,270 м.,,,,рассмотрю варианты,"

                                    Описание от продавца                            
Просторная квартира с наилучшим расположением и просто завораживающим панорамным видом (окна выходят на Южную,Северную и Западную часть города). Чистый воздух и рядом в шаговой доступности 4 парка (Ататюрк,парк Д.Асанова, Ынтымак,Ынтымак-2). Прекрасный тихий район с развитой инфраструктурой: рядом несколько школ,детских садов,мед.клиник, тренажерных залов,аптек,КГМА,КГУСТА, 3 детская больница,базарчик,недалеко Орто-Сайский рынок. Транспорт курсирует в любую точку города. Квартира находится в 9 микрорайоне по улице Суеркулова,ориентир клиника Семья и здоровье.Внизу на 1 этаже гипермаркет Фрунзе 24/7. Свежий элитный дом,с подземным паркингом и большой детской площадкой и с зоной отдыха. Охрана, круглосуточное видеонаблюдение.
Дружные соседи. В квартире сделан дорогой ремонт.Всё делалось для себя,исключительно из качественных материалов. Отличная планировка,изолированные комнаты, 3 раздельных санузла.Вся мебель изготовлена на заказ. Богатый интерьер. На кухне встроенная посудомойка и вытяжка фирмы Hansa достанется новому владельцу. Все коммуникации центральные. Отопление центральное. Теплый пол. Аристон(200л). 3 кондиционера.
Застройщик Жил Строй Сити. Год постр. 2013г.
Рассмотрим варианты обмена на большой частный дом и размен на несколько квартир.
","""42.8369""","""74.6037""",https://www.house.kg/details/56821055ec6b4bf138973-76182051
"1-комн. кв., 30 м2","Бишкек, Политех, Ахунбаева",$ 31 000,2 628 800 сом,$ 1 033/м2,87 627 сом/м2,Добавлено 7 дней назад,,22,от агента,кирпичный,1 этаж из 4,,30 м2,,хрущевка,центральное,среднее,,,совмещенный,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
1 к кв, Политех, 
хрущ,S=30 м.кв. 
1 эт из 4, 
сантехника и трубы новые 
цена 31000 $  
0-555-08-70-77, 0-220-25-00-80, 0-508-08-70-77 
#купитьдом #купитьжильебишкек #купитьквартиру #квартирабишкек #недвижимость #недвижимостьбишкек #жилье #дом  #АН #АНSweethome
","""42.8437""","""74.5883""",https://www.house.kg/details/2927665605472eaedf983-75606527
