title,address,price_dollar,price_som,dollar_per_m2,som_per_m2,post_date,update_date,views,Тип предложения,Дом,Этаж,Кол-во этажей,Площадь,Площадь участка,Серия,Отопление,Состояние,Телефон,Интернет,Санузел,Балкон,Входная дверь,Парковка,Коммуникации,Местоположение,Канализация,Питьевая вода,Электричество,Газ,Поливная вода,Безопасность,Мебель,Пол,Высота потолков,Разное,Возможность рассрочки,Возможность ипотеки,Возможность обмена,description,latitude,longitude,link,Период аренды,Тип строения
"1-комн. кв., 43 м2","Бишкек, Улан-2 м-н",$ 35 000,2 968 000 сом,$ 814/м2,69 023 сом/м2,Добавлено 7 дней назад,Поднято 2 дня назад,28,от агента,панельный,5 этаж из 9,,43 м2,,105 серия,электрическое,хорошее,есть,проводной,раздельный,лоджия,бронированная,,,,,,,магистральный,,,,паркет,,"пластиковые окна,                                             улучшенная,                                             кухня-студия,                                             новая сантехника",,есть,,"

                                    Описание от продавца                            
Срочно продам 1комнатную квартиру переделанную в 2 комнатную,с Ремонтом!В мкр Улан-2.квартира не угловая ,105 серия улучшенная.S= 43 кв м. Этаж 5/9. 2 лоджии- застеклённые+утеплённые+ расширенные! Входная дверь бронированная,полы ламинат, на стенах обои,потолки натяжные, межкомнатные двери деревянные нового образца, окна пластиковые,сан узел 💯% Кафель нового образца, сантехнические трубы пластиковые,фаянс новый.
Квартира с Ремонтом,делали для себя+ остаётся мебель всё кроме двухэтажной детской мебели! Коммуникации:Газ есть, отопление Электро!
Цена 35.000$ торг будет
По всем вопросам обращайтесь по телефону 0555989161
0705713317
","""42.8444""","""74.6338""",https://www.house.kg/details/97600160531dc4a27e49-54544608,,
"Дом, 4-комн., 72 м2",Бишкек,$ 107 000,9 073 600 сом,$ 1 486/м2,126 022 сом/м2,Добавлено 7 дней назад,Поднято 2 дня назад,34,от агента,кирпичный,,1,72 м2,3 соток,,автономное,хорошее,есть,проводной,раздельный,,,,,,центральная,центральное водоснабжение,есть,,,,,,,,,,,"

                                    Описание от продавца                            
Срочно продам действующий бизнес,Кафе ,,Сафия,,район мкр  Аламедин-1, по Ауэзова вторая линия! Напротив Чинар базара. Участок 3сотки ,размер участка 15,80 Х 19,20. красная книга есть, коммуникации: центральная канализация, газ,3фазка!!! Общая квадратура кафе S=72кв м.
Кафе состоит из : Зал+2кабинки+кухня+ коридор+летняя площадка! В кафе Остаётся частично мебель а именно:диваны и столы!участок Огорожен,есть навес ,двор брусчатка!
Цена 107.000$ торг будет
По всем вопросам обращаться по телефонам 0555989161
0705713317
","""42.8777""","""74.6904""",https://www.house.kg/details/24558760530ac60a0af1-53759821,,
"Дом, 4-комн., 203 м2",Бишкек,$ 54 000,4 579 200 сом,$ 266/м2,22 558 сом/м2,Добавлено 8 дней назад,Поднято 2 дня назад,33,от агента,другое,,1,203 м2,6 соток,,автономное,хорошее,есть,проводной,совмещенный,,,,,,центральная,центральное водоснабжение,есть,магистральный,,,полностью меблирована,,,,,,,"

                                    Описание от продавца                            
Срочно продается дом  и участок в районе Токольдош.Дом состоит из 5комнат.Общая площадь 5.7 соток.203м2.Центральная канализация есть.Отопление уголь.Район газифицированный.Дом саманный.Участок напротив можно построить дом или под бизнес.Цена :54000$.торг уместен.номер:0557220214.
","""42.8619""","""74.6443""",https://www.house.kg/details/46485956052f3ad29eaf7-41215774,,
"3-комн. кв., 58 м2","Бишкек, 6 м-н",$ 47 000,3 985 600 сом,$ 810/м2,68 717 сом/м2,Добавлено 8 дней назад,Поднято 2 дня назад,30,от агента,панельный,4 этаж из 4,,58 м2,,104 серия,центральное,среднее,есть,проводной,совмещенный,,,,,,,,,магистральный,,,,,,,,есть,,"

                                    Описание от продавца                            
Продам.3ком.6мкр.По Старой дороге.104серии.этаж 4/4.не угловая.лоджия! цена 47,000$ торг 0555989161 Мадина
Продаётся 3 комнатная квартира в Отличном районе ,всеми любимом 6 микрорайоне! По Старой дороге! 104 серии, квартира не угловая, окна север-юг, этаж 4 из 4,проблем с крышей нет! чистый подъезд, лоджия застеклённая, окна пластиковые, на стенах обои, полы-ламинат, батареи чугунные, входная дверь бронированная. сан узел 100% кафель нового образца, сантехнические трубы пластиковые! В квартире остаётся частично мебель, Квартира в Хорошем состоянии !Отличное месторасположение ,шикарно развита инфраструктура 
Цена 47,000$ торг будет обязательно ,но только после просмотра!
По всем вопросам обращаться по телефону 
0550989861 Мадина
0501220222
0550492329
","""42.8218""","""74.6253""",https://www.house.kg/details/44902946051b2feb54162-88274746,,
"3-комн. кв., 61 м2",Бишкек,$ 61 000,5 172 800 сом,$ 1 000/м2,84 800 сом/м2,Добавлено 8 дней назад,Поднято 2 дня назад,34,от агента,панельный,2 этаж из 9,,61 м2,,105 серия,центральное,хорошее,есть,проводной,раздельный,застекленный балкон,деревянная,,,,,,,магистральный,,,полностью меблирована,линолеум,,,,есть,,"

                                    Описание от продавца                            
Продаю.3ком.кв.Центр!ул.Суюмбаева.Ориентир Штайнброй. 105серия.этаж 2 /9,не/угл,2лодж/заст.61,000$торг 0555989161 Мадина 
Продаётся 3 комнатная квартира по Карпинке ,105 серии,этаж 2 из 9 ,квартира не угловая.окна пластиковые,на стенах обои,полы линолеум,межкомнатные двери деревянные,сан узел кафель,на кухне кафель,сантехника в норме.Квартира без ремонта! Отличное месторасположение! Шикарно развита инфраструктура!
Цена 61.000$торг будет!
По всем вопросам обращайтесь по телефону 
0555989161 Мадина
0550492329
0501220222
","""42.8662""","""74.6238""",https://www.house.kg/details/52501816051aab2c0ce05-60990584,,
"Дом, 5-комн., 300 м2","Бишкек, Кара-Жыгач ж/м",$ 148 000,12 550 400 сом,$ 493/м2,41 835 сом/м2,Добавлено 10 дней назад,Поднято 2 дня назад,46,от агента,кирпичный,,2,300 м2,6 соток,,автономное,хорошее,возможно подключение,проводной,раздельный,,,,,,центральная,центральное водоснабжение,есть,магистральный,,,частично меблирована,линолеум,,,,,,"

                                    Описание от продавца                            
Продается Дом!!!
•ж\м. Кара-Жыгач
•материал стен:кирпич
•5 комнат
•участок: 6.13 сот.
•площядь:300 квм.
•количество этажей: 2+подвал
•отопление: электрическое, твёрдое топливо
•Коммуникации: газ, электричество, канализация(септик
), водопровод
•свежий ремонт
•год постройки: 2012
+Теплый пол,балкон,участок огорожен, окна пластик. 2 сан узла в доме, во дворе небольшой сад,
•цена: 148000$
0702219207
","""42.8594""","""74.6582""",https://www.house.kg/details/43872456050467672b332-61903324,,
"Дом, 3-комн., 20 м2","Бишкек, Кара-Жыгач ж/м",$ 139 000,11 787 200 сом,$ 6 950/м2,589 360 сом/м2,Добавлено 11 дней назад,Поднято 2 дня назад,71,от агента,кирпичный,,1,20 м2,6 соток,,автономное,хорошее,есть,проводной,раздельный,,,,,,центральная,центральное водоснабжение,есть,магистральный,,,,,,,,,,"

                                    Описание от продавца                            
Продаю дом ж/м Кара Жыгач по первой линии ул. Дордой, участок 6 соток, размер участка 39,5 х 15,2 метров, 200м2, стены 1,5 кирпич, год строения 2009, центральная канал., газ рядом, частично мебель, евроремонт, навес на 4 авто, брусчатка и т.д.
Цена 139000$ торг, 0553603333 ватс ап
","""42.8583""","""74.6583""",https://www.house.kg/details/4124886604de2df2c4361-95731262,,
"2-комн. кв., 43 м2",Бишкек,$ 35 500,3 010 400 сом,$ 826/м2,70 009 сом/м2,Добавлено 19 дней назад,Поднято 2 дня назад,100,от агента,панельный,1 этаж из 5,,43 м2,,104 серия,центральное,хорошее,есть,,совмещенный,нет,бронированная,,,,,,,магистральный,,домофон,частично меблирована,дерево,,"пластиковые окна,                                             кухня-студия,                                             новая сантехника,                                             кондиционер,                                             комнаты изолированы,                                             тихий двор",,есть,,"

                                    Описание от продавца                            
Срочно продаю! Центр!

*Продаю 2к квартиру в благоприятном районе! 
*Гоголя/Фрунзе 
*104 серии 
*1 этаж из 5
*43м2 
Без балкона 
Цена :35500$
_0500697777___
","""42.8803""","""74.6192""",https://www.house.kg/details/223020860436517865db9-05823503,,
"2-комн. кв., 63 м2","Бишкек, 4 м-н",$ 46 500,3 943 200 сом,$ 738/м2,62 590 сом/м2,Добавлено 20 дней назад,Поднято 2 дня назад,98,от агента,"панельный, 1973 г.",9 этаж из 9,,63 м2,,индивид. планировка,центральное,евроремонт,есть,проводной,раздельный,лоджия,бронированная,паркинг,,,,,,магистральный,,,частично меблирована,,,,,,,"

                                    Описание от продавца                            
Продам 2ком. 4мкр.К.Маркса.Инд. Этаж 9/9. S=63м. Балкон 10м. С ремонтом!  46500$ торг
Продам 2 ком. квартиру 4 мкр. по К.Маркса, индивидуальный проект, 1973 год постройки,  квартира угловая, балкон по периметру, дверь бронированная, окна пластик, стены обои, потолок под яйцо, пол линолеум, межкомнатные двери деревянные, сан/узел раздельный 100%, кухня 50% кафель, общая площадь 63.1м, жилая 36.1м, кухня 10м, остается: встроенная мебель, Стоимость 46500$ торг!  0550492329.0709539799
","""42.8378""","""74.6262""",https://www.house.kg/details/63497760421a58876909-63997470,,
"3-комн. кв., 75 м2","Бишкек, 8 м-н",$ 69 000,5 851 200 сом,$ 920/м2,78 016 сом/м2,Добавлено 20 дней назад,Поднято 2 дня назад,75,от агента,кирпичный,7 этаж из 8,,75 м2,,элитка,центральное,хорошее,есть,adsl,раздельный,лоджия,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Продаётся 3х ком квартира‼️8 мкрн. Кирпичный новый дом. Этаж 7/8. Площадь 75м2. Комнаты изолированные. Два сан узла 100% кафель. С ремонтом. Коммуникации все центральные. Прекрасная инфраструктура. Больница, школа, садик, всё в шаговой доступности!!! Цена 69000$. Торг   0558992791
","""42.8316""","""74.6114""",https://www.house.kg/details/91342566041e5c67390c5-72060639,,
"Дом, 6 и более комнат, 160 м2","Бишкек, Ахунбаева/Бакаева",$ 185 000,15 688 000 сом,$ 1 156/м2,98 050 сом/м2,Добавлено 21 день назад,Поднято 2 дня назад,111,от агента,кирпичный,,1,160 м2,9 соток,,автономное,среднее,есть,проводной,раздельный,,,,,,центральная,центральное водоснабжение,есть,магистральный,,,,,,,,,,"

                                    Описание от продавца                            
Продаю большой 6 ком. Дом.
Ахунбаева-Бакаева(Чапаева).
___________
По первой линии.
Участок 9,5 соток, 160 м2.
Кирпичный дом, 2007 года постройки. 
Все коммуникации центральные.
3-фазы.
Навес, кладовая, баня, очоккана.
Цена: 185 000$ торг.

0500603333
0774603333
","""42.8442""","""74.5767""",https://www.house.kg/details/58159296041c8e42cf3e0-09099370,,
"4-комн. кв., 178 м2","Бишкек, Бокомбаева/Держинского",$ 320 000,27 136 000 сом,$ 1 798/м2,152 449 сом/м2,Добавлено 21 день назад,Поднято 2 дня назад,130,от агента,монолитный,9 этаж из 11,,178 м2,,элитка,центральное,евроремонт,возможно подключение,проводной,раздельный,застекленный балкон,деревянная,паркинг,,,,,,магистральный,,"домофон,                                             сигнализация,                                             видеодомофон,                                             охрана,                                             кодовый замок,                                             видеонаблюдение,                                             консьерж",полностью меблирована,линолеум,4 м.,"пластиковые окна,                                             кухня-студия,                                             новая сантехника,                                             кондиционер,                                             неугловая,                                             комнаты изолированы,                                             встроенная кухня,                                             кладовка,                                             тихий двор,                                             удобно под бизнес",,есть,,"

                                    Описание от продавца                            
Продаю 4х-комнатную квартиру в золотом квадрате.
бул.ЭРКИНДИК-БОКОНБАЕВА
СК ""А ГРУПП"", ЖК ""ТРИУМФ"".
4 К.КВ., 178м2, 9 этаж из 11, + 1 паркинг.
С ремонтом и мебелью.
Окна смотрят на Боконбаева и во двор..
Отличная планировка, хороший ремонт.
Охрана, консьерж, камеры видеонаблюдения.
Высота потолков 4 м.
Цена: 320 000$.
0500603333
0774603333
","""42.8672""","""74.607""",https://www.house.kg/details/73485686041be5c7785f9-45443844,,
"Дом, 3-комн., 120 м2",Бишкек,$ 60 000,5 088 000 сом,$ 500/м2,42 400 сом/м2,Добавлено 22 дня назад,Поднято 2 дня назад,109,от агента,кирпичный,,1,120 м2,7 соток,,автономное,хорошее,,,2 с/у и более,,,,,,центральная,центральное водоснабжение,есть,магистральный,,,,,,,,,,"

                                    Описание от продавца                            
Продаю пол дома участок 6 соток ж.жолу/фучика 65000$ срочно продаю пол дома, первая линия на перекрестке и угловая, фучика / жибек жолу 7 соток по факту, 6 соток по документам, все коммуникации, участок ни с кем не граничит отдельный островок, на участке стоит дом еще советского строения стены 2 кирпича, 120м2. цена  60 000 $ торг. срочно 0550868880
","""42.8844""","""74.5555""",https://www.house.kg/details/63370716040842babd390-06964982,,
"1-комн. кв., 19 м2",Бишкек,$ 13 500,1 144 800 сом,$ 711/м2,60 253 сом/м2,Добавлено 22 дня назад,Поднято 2 дня назад,134,от агента,кирпичный,1 этаж из 2,,19 м2,,индивид. планировка,центральное,среднее,возможно подключение,,,,металлическая,паркинг,,,,,,магистральный,,,полностью меблирована,линолеум,,,,,,"

                                    Описание от продавца                            
Срочно продаётся 1 к кв гостиничного типа, 19м2,Московская/Интергельпо, 1/2этаж,
Коридорного типа, сан узель общий,
Среднее состояние, все в шаговой доступности:школа 57,поликлиника, садик, парк, удобная транспортная развязка,подойдойдет под бизнес. 
Цена 13500$.
0502025809
","""42.873""","""74.5578""",https://www.house.kg/details/8283333604079bbdef9b2-17484947,,
"Дом, 3-комн., 45 м2",Бишкек,$ 33 500,2 840 800 сом,$ 744/м2,63 129 сом/м2,Добавлено 22 дня назад,Поднято 2 дня назад,204,от агента,кирпичный,,1,45 м2,3 соток,,на газе,хорошее,возможно подключение,проводной,раздельный,,,,,,,,есть,магистральный,,,полностью меблирована,,,,,,,"

                                    Описание от продавца                            
Продается дом, район Восток 5,
3 х комнатная+ времянка , 
Стена саманный кирпич,
отопление газовое, 
центральная канализация,
Полы деревянные, 
сан узел внутри дома, 
участок 3 соток, 
Имеется баня, плодоносящий сад. 
Цена 35500$.
Тел 0502025809.
","""42.8738""","""74.6331""",https://www.house.kg/details/142918460406e590a6f70-49255031,,
"3-комн. кв., 62 м2","Бишкек, Восток-5 м-н",$ 42 000,3 561 600 сом,$ 677/м2,57 445 сом/м2,Добавлено 22 дня назад,Поднято 2 дня назад,77,от агента,панельный,5 этаж из 5,,62 м2,,105 серия,центральное,требует ремонта,,,,,,,,,,,,,,,,,,,,,,"

                                    Описание от продавца                            
Срочно!!! 
Продаю 3х комнатную квартиру,в районе Восток 5,
105 серия,
5/5 этаж,
Неуглоаая,
2 лоджии,
кладавая,
Сан узель раздельный,
Без ремонта,
Рядом садики,школы,базарчик,
Вся инфракструктура в шаговой доступности,
Транспорт во все стороны города.
Цена 42000$ .мини торг.
0502025809
","""42.8731""","""74.6316""",https://www.house.kg/details/81638603f6ef845a360-59826257,,
"Дом, 3-комн., 45 м2","Бишкек, осмонкулова",$ 33 500,2 840 800 сом,$ 744/м2,63 129 сом/м2,Добавлено 22 дня назад,Поднято 2 дня назад,131,от агента,кирпичный,,1,45 м2,1 соток,,электрическое,евроремонт,есть,проводной,совмещенный,,,,,,,центральное водоснабжение,есть,автономный,,,частично меблирована,паркет,,,,,,"

                                    Описание от продавца                            
Срочно продаю пол дома! Осмонкула / Жумабек рядом с мечетью Махмуд Кашгари 0,7 сот, 45м2 ( как двухкомнатная квартира ), евро ремонт,центр. канализация, газ проходит по территории, отопление на кухне теплые полы , по дому элетро отопление, прошу срочно 33500$  0550868880 ватс ап
","""42.8821""","""74.6267""",https://www.house.kg/details/4411187603f5d292a5d38-05150306,,
"Дом, 5-комн., 150 м2","Бишкек, Арча-Бешик ж/м",$ 65 000,5 512 000 сом,$ 433/м2,36 747 сом/м2,Добавлено 22 дня назад,Поднято 2 дня назад,162,от агента,кирпичный,,2,150 м2,7 соток,,на газе,среднее,возможно подключение,проводной,,,,,,,септик,центральное водоснабжение,есть,магистральный,,,частично меблирована,,,,,,,"

                                    Описание от продавца                            
Срочно продаю 
Дом мансардный 
Арча- Бешик 7 соток
150 м2, 5 комнат., 
Отопление газовое, канализация септик., 
Цена 65000$. торг уместен 
0702002083
0555989161
","""42.8325""","""74.5496""",https://www.house.kg/details/9955823603f462b5f09f1-99660445,,
"2-комн. кв., 52 м2",Бишкек,$ 32 500,2 756 000 сом,$ 625/м2,53 000 сом/м2,Добавлено 1 месяц назад,Поднято 2 дня назад,156,от агента,кирпичный,3 этаж из 3,,52 м2,,индивид. планировка,электрическое,хорошее,есть,проводной,раздельный,,,,,,,,,магистральный,,,,,,,,есть,,"

                                    Описание от продавца                            
Срочно продаю 2 к.кв. 52м2, Тоголок Молдо / Ленинградская, вход прям с Тоголок Молдо, этаж 3/3, отопл электро и Газ, частично мебель, маршрутки ходят в 5 метрах квартиры, срочная цена 32500$
0550868880 ватс ап
0771459911
","""42.8923""","""74.5967""",https://www.house.kg/details/58900860349eb2a4e404-41479699,,
"3-комн. кв., 106 м2",Бишкек,$ 88 000,7 462 400 сом,$ 830/м2,70 400 сом/м2,Добавлено 1 месяц назад,Поднято 2 дня назад,132,от агента,кирпичный,10 этаж из 12,,106 м2,,индивид. планировка,центральное,евроремонт,возможно подключение,проводной,раздельный,балкон,деревянная,паркинг,,,,,,магистральный,,,частично меблирована,паркет,,,,есть,,"

                                    Описание от продавца                            
Срочно продаю 3к кв элитка 
CK : ГОК ТАШ
адрес: ИСАНОВА/БОКОНБАЕВА 
площадь 106М2, 
этаж 10/12, 
цена: 88000$
тел:0550868880,0771459911
","""42.8674""","""74.5904""",https://www.house.kg/details/7136026034abe9bdbf61-54415645,,
"2-комн. кв., 68 м2","Бишкек, Кок-Жар ж/м, Куйручук",$ 41 000,3 476 800 сом,$ 603/м2,51 129 сом/м2,Добавлено 2 дня назад,,10,от агента,"монолитный, 2015 г.",1 этаж из 9,,68 м2,,индивид. планировка,электрическое,евроремонт,,,раздельный,,,,,,,,,магистральный,,"решетки на окнах,                                             домофон",частично меблирована,ламинат,3 м.,"пластиковые окна,                                             кухня-студия,                                             кондиционер,                                             неугловая,                                             комнаты изолированы,                                             встроенная кухня,                                             тихий двор",нет,нет,,"

                                    Описание от продавца                            
теплые полы и батареи, очень теплая квартира, внизу есть цокольный этаж
","""42.8344""","""74.6408""",https://www.house.kg/details/37678176059a4e9503d06-35870929,,
"1-комн. кв., 40 м2","Бишкек, Аламедин-1 м-н",$ 29 000,2 459 200 сом,$ 725/м2,61 480 сом/м2,Добавлено 1 месяц назад,Поднято 2 дня назад,151,от агента,кирпичный,2 этаж из 10,,40 м2,,элитка,центральное,под самоотделку (псо),возможно подключение,проводной,совмещенный,лоджия,,,,,,,,магистральный,,,,,,,,есть,,"

                                    Описание от продавца                            
Срочно, срочно продаю
1 ком кв, 2/10, неугловая, 42,72м2.,  стр ком Альфа., все центральное коммуникация, Аламедин 1, по первой линии , ул Безымянная., 29000$
0702002083
0555205315
","""42.8797""","""74.6884""",https://www.house.kg/details/9475026603360a89d18c3-05877213,,
"3-комн. кв., 77 м2",Бишкек,$ 57 000,4 833 600 сом,$ 740/м2,62 774 сом/м2,Добавлено 1 месяц назад,Поднято 2 дня назад,122,от агента,панельный,7 этаж из 9,,77 м2,,106 серия,центральное,среднее,возможно подключение,проводной,раздельный,застекленный балкон,бронированная,рядом охраняемая стоянка,,,,,,магистральный,,,частично меблирована,линолеум,,"неугловая,                                             встроенная кухня",,есть,,"

                                    Описание от продавца                            
срочно продаю 3 к.кв., + сушилка! Гоголя / Иваницына, 106 серия, 77м2, этаж 7/9, угловая, все коммуникации центральные, окна пластик, состояние квартиры выше среднего, можно жить не ремонтируя, частично мебель, с лоджии красивейший вид на самую большую мечеть «Сарахсия»,  в шаговой доступности вся инфраструктура города : ГМ Фрунзе, Дордой Плаза, 1000 мелочей, школы №4,12,65,11 и т.д., гос., и частные садики, кафе и магазины и т.д., закрытый двор, своя парковочная зона дома, где всегда есть место для вашего железного коня, лифт работает как швейцарские часы! Дом ком очень ответственный, дружные соседи.
прошу 57000$  разумный торг приветствуется!
купи и вытирай слезы от счастья

0 550 86 88 80 ватс ап
","""42.8825""","""74.6193""",https://www.house.kg/details/8029253602b536788a064-44462943,,
"Дом, 3-комн., 100 м2",Бишкек,$ 48 500,4 112 800 сом,$ 485/м2,41 128 сом/м2,Добавлено 1 месяц назад,Поднято 2 дня назад,278,от агента,кирпичный,,,100 м2,5 соток,,автономное,хорошее,возможно подключение,проводной,совмещенный,,,,,,центральная,центральное водоснабжение,есть,магистральный,,,полностью меблирована,линолеум,,,,есть,,"

                                    Описание от продавца                            
Ж/м ак-ордо1 ,ленинский район,
со всеми коммуникациями,газ, отопление,ремонт, канализация, 3жилые комнаты+ санузел+большая прихожая,
заходи и живи.

продаю дом, 
100м2, 
3 х комнатный +кухня, 
сан узель внутри, 
адрес.Ж/
участок 5 соток, 
красная книга, 
дом новый,
2012год постройки, 
все условье,
газ, отопление,
центральная канализация, 
ремонт , полы паркет.
Кладовая комната, есть погриб. 
На участке плодоносящий сад, 
всё в шаговой доступности.
Рассматриваем обмен на 3х к кв. 
Цена 48500$ мини торг
0502025809
","""42.8477""","""74.4996""",https://www.house.kg/details/1056262602b6e694ef1b5-27914493,,
"4-комн. кв., 80 м2","Бишкек, Элебаева",$ 58 000,4 918 400 сом,$ 725/м2,61 480 сом/м2,Добавлено 5 месяцев назад,Поднято 2 дня назад,432,от собственника,панельный,8 этаж из 9,,80 м2,,105 серия,центральное,евроремонт,есть,оптика,раздельный,застекленный балкон,металлическая,,,,,,,магистральный,,домофон,,ламинат,,пластиковые окна,,есть,рассмотрю варианты,,"""42.8584""","""74.6133""",https://www.house.kg/details/3506105fa29d55845db4-06313999,,
"3-комн. кв., 63 м2",Бишкек,$ 60 000,5 088 000 сом,$ 952/м2,80 762 сом/м2,Добавлено 1 месяц назад,Поднято 2 дня назад,118,от агента,кирпичный,4 этаж из 5,,63 м2,,индивид. планировка,центральное,евроремонт,возможно подключение,проводной,совмещенный,лоджия,бронированная,рядом охраняемая стоянка,,,,,,магистральный,,"домофон,                                             охрана",частично меблирована,паркет,,"пластиковые окна,                                             кухня-студия,                                             новая сантехника,                                             кондиционер,                                             неугловая,                                             комнаты изолированы,                                             встроенная кухня,                                             тихий двор",,есть,,"

                                    Описание от продавца                            
Продаю 3-комнатную квартиру в районе Горького-Элебаева (а именно Горького 17) развитая инфраструктура!
4/5, кирпич, не угловая, частично мебель, свежий ремонт (!), 63 кв.м. 
1 лоджия, 1 балкон.
Цена 60000$
0500697777
","""42.857""","""74.6127""",https://www.house.kg/details/9838998602b80a7823b97-66714428,,
"Дом, 4-комн., 90 м2","Бишкек, ТЭЦ",$ 20 000,1 696 000 сом,$ 222/м2,18 844 сом/м2,Добавлено 1 месяц назад,Поднято 2 дня назад,578,от агента,кирпичный,,1,90 м2,3 соток,,на твердом топливе,под самоотделку (псо),возможно подключение,проводной,2 с/у и более,,,,,,септик,скважина,есть,автономный,,,пустая,,,,есть,есть,,"

                                    Описание от продавца                            
/*/*/*очень срочно в центре продаю дом псо ПОД БИЗНЕС барачного типа! можно жить и можно сделать для шв.цеха так , как рынок Мадина рядом, под хостел, под склад, мебельный цех, типографию и мн. другое. Участок 2,5 соток по техпаспорту, есть место для авто, Район ТЭЦ, (Глобус по Чую) Чуй/Винсовхозная, от ул. Чуй до дома 700 метров, вода в доме, площадь 90м2, Зал,спальня прихожая,кухня,. Срочная цена 20000$
Газа нет.Центральной канализации нет
0500697777
0550868880
","""42.8687""","""74.6511""",https://www.house.kg/details/7739618602797f3879d89-51018364,,
"Дом, 6 и более комнат, 100 м2","Бишкек, Ак-Босого ж/м",$ 55 000,4 664 000 сом,$ 550/м2,46 640 сом/м2,Добавлено 2 месяца назад,Поднято 2 дня назад,318,от собственника,кирпичный,,1,100 м2,7 соток,,на твердом топливе,хорошее,,проводной,совмещенный,,,,,,возможно подведение,центральное водоснабжение,есть,нет,,,частично меблирована,,,"пластиковые окна,                                             хозпостройки,                                             гараж,                                             3 фазы",есть,есть,,"

                                    Описание от продавца                            
Срочно продаю дом !!!
В районе Ак босого 
Участок 7 соток дом из 6 комнат, 
Есть хоз постройки отопление 3ф электричество и  твёрдое уголь 
Навес на 3 машины!
цена : 55000$
0500697777
","""42.9275""","""74.5947""",https://www.house.kg/details/2617208600959085f5c96-03805462,,
"Участок, 5 соток","Бишкек, Арча-Бешик ж/м, Сандык-Тор 11/Репина",$ 55 000,4 664 000 сом,,,Добавлено 9 дней назад,Поднято 2 дня назад,138,от собственника,,,,,5 соток,,,,,,,,,,,в городе,,,,,,,,,,,,,рассмотрю варианты,"

                                    Описание от продавца                            
Два участка по 2.5 соток. Два фундамента с проведенными канализация и водопровод. Каждый участок по 27 тыс $. Все варианты рассмотрим.....
","""42.8363""","""74.558""",https://www.house.kg/details/48913436050fa9863ca58-82617506,,
"Дом, 5-комн., 142 м2","Бишкек, переулок Онарчинский 12/Шукурова/Суванбердиева",$ 128 000,10 854 400 сом,$ 901/м2,76 439 сом/м2,Добавлено 2 месяца назад,Поднято 2 дня назад,369,от собственника,"кирпичный, 1998 г.",,1,142 м2,4.3 соток,,центральное,хорошее,есть,проводной,совмещенный,,,,,,центральная,центральное водоснабжение,есть,магистральный,,решетки на окнах,частично меблирована,дерево,3 м.,"пластиковые окна,                                             баня,                                             сад,                                             навес,                                             гараж,                                             веранда",,есть,рассмотрю варианты,"

                                    Описание от продавца                            
Собственник!!! 
Продаю 5ти комнатный, кирпичный дом!! Состояние отличное! Престижный район Карла Маркса / Жигулевская. Дом 142кв м, санузел в доме совмещен + есть в бане, центральная канализация, водоснабжение,  отопление (газ, свет, уголь), электричество 3 фазы, одноэтажный, потолки плиты перекрытия для второго этажа, во дворе навес, большой тапчан, хоз постройки (баня, гараж, сарай с погребом). Частично с мебелью. 
Продаём в связи с отъездом.
Рассмотрим варианты обмена.
Торг уместен.
Просим 128тысяч$
","""42.8467""","""74.6285""",https://www.house.kg/details/2926121601d3fdc695cf7-03046166,,
"Дом, 5-комн., 103 м2","Бишкек, Кара-Жыгач ж/м",$ 55 000,4 664 000 сом,$ 534/м2,45 282 сом/м2,Добавлено 2 месяца назад,Поднято 2 дня назад,397,от собственника,кирпичный,,1,103 м2,6 соток,,смешанное,хорошее,возможно подключение,проводной,совмещенный,,,,,,центральная,центральное водоснабжение,есть,магистральный,,,пустая,дерево,,"пластиковые окна,                                             сад,                                             хозпостройки,                                             гараж,                                             3 фазы",нет,,,"

                                    Описание от продавца                            
Дом ж.м. Кара-Жыгач участок-6соток,103м2.цена55$ дом-4комнаты+кухня+сан узел+прихожая+котельная.So-103м2. Sж-65м2. Sк-13.5м2.! стены саман, недалеко от Ондош Ата,гараж, все коммуникации рядом, подземный гараж, двор на несколько авто, во вдоре строение 6 комнатное расчитанное на квартирантов. прошу 
цена :55000 $
0500697777
0990991003
","""42.8591""","""74.6564""",https://www.house.kg/details/7715396006b250ebc960-06647215,,
"1-комн. кв., 40 м2","Бишкек, ул. Уметалиева / ул. Жумабека",$ 35 000,2 968 000 сом,$ 875/м2,74 200 сом/м2,Добавлено 4 месяца назад,Поднято 2 дня назад,460,от собственника,"монолитный, 2020 г.",6 этаж из 12,,40 м2,,элитка,центральное,евроремонт,возможно подключение,проводной,совмещенный,лоджия,бронированная,паркинг,,,,,,магистральный,,,пустая,ламинат,3 м.,,,есть,,"

                                    Описание от продавца                            
Продаю  1ком 40м2
6/12 окна выходят на север 
Застройщик 
Жк ""Оомат строй+""
Уметвлиев/Ж.жолу
Квартира с евроремонтом 
Все коммуникации центральные 
Цена 35000$
0500697777
","""42.8835""","""74.5817""",https://www.house.kg/details/81898075fca12e9df67a9-46382935,,
